experiment,condition,model,memory,avg_accuracy,squared_error,ape
Yurovsky,2 primacy singleton,might,11,0.7263716459751702,0.04217751297055065,0.3941874202978315
Yurovsky,2 recency second meaning,might,11,0.4783336750734742,0.00149508468332367,0.07478979676310615
Yurovsky,2 recency singleton,might,11,0.7304637971304638,0.02204149905839553,0.2550924349320685
Yurovsky,1 both first meaning,might,11.5,0.546569618546974,5.093876813559093e-4,0.04307179112017924
Yurovsky,1 both second meaning,might,11.5,0.32905982905982895,0.00137343092994374,0.12691722280763346
Yurovsky,1 both singleton,might,11.5,0.8294666666666667,0.03514375111111111,0.29200415368639665
Yurovsky,1 primacy first meaning,might,11.5,0.6338221507968395,0.00289682391639773,0.0927968117186888
Yurovsky,1 primacy singleton,might,11.5,0.8265666666666667,0.03406485444444444,0.28748701973001034
Yurovsky,1 recency second meaning,might,11.5,0.544489383215369,0.00118951755457657,0.06762624159876271
Yurovsky,1 recency singleton,might,11.5,0.8302333333333334,0.03543178777777778,0.29319833852544136
Yurovsky,2 both first meaning,might,11.5,0.42183448952420993,0.00516019388520383,0.20524139864059987
Yurovsky,2 both second meaning,might,11.5,0.38096769582618634,1.5742610169136462e-5,0.01052439211190009
Yurovsky,2 both singleton,might,11.5,0.7428333333333333,0.02816802777777779,0.29188405797101463
Yurovsky,2 primacy first meaning,might,11.5,0.5373336036218663,1.7778498554504632e-4,0.02544580843867615
Yurovsky,2 primacy singleton,might,11.5,0.7448,0.05008644,0.4295585412667946
Yurovsky,2 recency second meaning,might,11.5,0.48402338704194714,0.00108745700218522,0.06378455117611774
Yurovsky,2 recency singleton,might,11.5,0.7449469681809086,0.02655171443935003,0.2799776085582622
Yurovsky,1 both first meaning,might,12,0.549487594390507,6.49617467815002e-4,0.04864044731012779
Yurovsky,1 both second meaning,might,12,0.32145638629283485,8.676786934327099e-4,0.10087803524943448
Yurovsky,1 both singleton,might,12,0.8437,0.04068289,0.3141744548286604
Yurovsky,1 primacy first meaning,might,12,0.639937106918239,0.00359245678572842,0.10333983951420528
Yurovsky,1 primacy singleton,might,12,0.8451356938054277,0.04126411009781249,0.31641073801468494
Yurovsky,1 recency second meaning,might,12,0.5361088655348962,6.816728595192917e-4,0.05119385398999258
Yurovsky,1 recency singleton,might,12,0.8412666666666666,0.03970720444444441,0.3103842159916925
Yurovsky,2 both first meaning,might,12,0.4204078791675367,0.00495726944887045,0.2011653690501049
Yurovsky,2 both second meaning,might,12,0.38860435339308574,1.3466101767162057e-4,0.03078077823099666
Yurovsky,2 both singleton,might,12,0.7576515303060611,0.03336158152314598,0.31765483531488903
Yurovsky,2 primacy first meaning,might,12,0.5462850593311758,4.966238693940233e-4,0.04252873918163311
Yurovsky,2 primacy singleton,might,12,0.7515666666666666,0.05316098777777774,0.44254638515674966
Yurovsky,2 recency second meaning,might,12,0.48337074066517033,0.00113092708340922,0.06504692327820055
Yurovsky,2 recency singleton,might,12,0.7532666666666666,0.02933227111111111,0.2942726231386026
Yurovsky,1 both first meaning,might,12.5,0.5506924835283044,7.124886769087982e-4,0.05093985406164949
Yurovsky,1 both second meaning,might,12.5,0.3260801380067435,0.00116145580655868,0.11671280139295732
Yurovsky,1 both singleton,might,12.5,0.8503,0.04338888999999997,0.324454828660436
Yurovsky,1 primacy first meaning,might,12.5,0.6434675211963415,0.00402812624680806,0.10942676068334756
Yurovsky,1 primacy singleton,might,12.5,0.8524,0.04426816000000001,0.32772585669781934
Yurovsky,1 recency second meaning,might,12.5,0.5325219743069641,5.07239326683552e-4,0.04416073393522377
Yurovsky,1 recency singleton,might,12.5,0.850203374008135,0.04334864494837132,0.3243043208849454
Yurovsky,2 both first meaning,might,12.5,0.4289870311952331,0.00623895109703673,0.22567723198638043
Yurovsky,2 both second meaning,might,12.5,0.3818434559452523,2.345906549360002e-5,0.01284736325000614
Yurovsky,2 both singleton,might,12.5,0.7604333333333333,0.03438552111111111,0.32249275362318847
Yurovsky,2 primacy first meaning,might,12.5,0.5477295660948537,5.630923070500284e-4,0.04528543147872836
Yurovsky,2 primacy singleton,might,12.5,0.7635666666666666,0.05883858777777774,0.46557901471529095
Yurovsky,2 recency second meaning,might,12.5,0.484195108658628,0.00107616089591922,0.06345240104714128
Yurovsky,2 recency singleton,might,12.5,0.7594666666666667,0.03149441777777782,0.304925544100802
