experiment,condition,model,memory,avg_accuracy,squared_error,ape
Exp1,Confirm One-shot,expt1,5,0.13325000000000012,0.19054747704840447,0.7661326530612244
Exp1,Confirm One-shot,expt1,5.5,0.1457999999999998,0.17974839175770704,0.7441061224489799
Exp1,Confirm One-shot,expt1,6,0.17055000000000084,0.15937456588561316,0.700667346938774
Exp1,Confirm One-shot,expt1,6.5,0.19114999999999976,0.14335116728096292,0.6645122448979597
Exp1,Confirm One-shot,expt1,7,0.21590000000000029,0.12522216640886943,0.6210734693877545
Exp1,Confirm One-shot,expt1,7.5,0.25,0.10225121687398596,0.5612244897959183
Exp1,Confirm One-shot,expt1,8,0.28845000000000004,0.07913950309491616,0.49374081632653055
Exp1,Confirm One-shot,expt1,8.5,0.32934999999999975,0.05780054635073025,0.4219571428571433
Exp1,Confirm One-shot,expt1,9,0.38310000000000033,0.03484473385073,0.32762040816326476
Exp1,Confirm One-shot,expt1,9.5,0.42384999999999873,0.02129189983910259,0.25610000000000227
Exp1,Confirm One-shot,expt1,10,0.4884499999999998,0.00661252635073016,0.14272040816326573
Exp1,Confirm One-shot,expt1,10.5,0.5495500000000008,4.0874495538125696e-4,0.03548367346938644
Exp1,Confirm One-shot,expt1,11,0.6105999999999999,0.00166729780421848,0.07166530612244881
Exp1,Confirm One-shot,expt1,11.5,0.6721500000000005,0.01048218821119533,0.1796918367346947
Exp1,Confirm One-shot,expt1,12,0.7410999999999989,0.02935484547863671,0.3007061224489776
Exp1,Confirm One-shot,expt1,12.5,0.8051500000000004,0.05540494867631168,0.4131204081632659
Exp1,Confirm Target,expt1,3,0.21645000000000036,0.41475546999594326,0.7484499999999996
Exp1,Confirm Target,expt1,3.5,0.26990000000000014,0.348767156565711,0.6863324324324322
Exp1,Confirm Target,expt1,4,0.3384499999999988,0.27249978162385197,0.6066662162162176
Exp1,Confirm Target,expt1,4.5,0.4053999999999998,0.20708426005408345,0.5288594594594597
Exp1,Confirm Target,expt1,5,0.4950000000000001,0.1335647512168739,0.4247297297297296
Exp1,Confirm Target,expt1,5.5,0.5650999999999996,0.08724055191454863,0.3432621621621626
Exp1,Confirm Target,expt1,6,0.6346499999999997,0.05099246674012991,0.26243378378378407
Exp1,Confirm Target,expt1,6.5,0.6923000000000002,0.02827950633315296,0.19543513513513483
Exp1,Confirm Target,expt1,7,0.7482000000000002,0.012603456333153,0.13047027027027
Exp1,Confirm Target,expt1,7.5,0.79495,0.00429223046106002,0.0761391891891891
Exp1,Confirm Target,expt1,8,0.8351000000000005,6.43389123850703e-4,0.02947837837837776
Exp1,Confirm Target,expt1,8.5,0.8736500000000001,1.738411587344557e-4,0.01532297297297317
Exp1,Confirm Target,expt1,9,0.9022999999999998,0.0017501574959437299,0.04861891891891868
Exp1,Confirm Target,expt1,9.5,0.9340500000000006,0.00541473511222291,0.0855175675675683
Exp1,Confirm Target,expt1,10,0.9523500000000004,0.00844283185640894,0.1067851351351356
Exp1,Confirm Target,expt1,10.5,0.9687,0.01171479005408327,0.1257864864864864
Exp1,Confirm Target,expt1,11,0.98245,0.01488031185640888,0.1417662162162163
Exp1,Confirm Target,expt1,11.5,0.9913,0.01711776679826936,0.15205135135135148
Exp1,Confirm Target,expt1,12,0.9959999999999998,0.01836970470524602,0.15751351351351328
Exp1,Confirm Target,expt1,12.5,0.9992,0.01924736796106,0.16123243243243232
Exp1,Retrieval Filler,expt1,3,0.17306666666666742,0.00157873777777783,0.2980000000000057
Exp1,Retrieval Filler,expt1,3.5,0.1770333333333327,0.00190968999999994,0.3277499999999953
Exp1,Retrieval Filler,expt1,4,0.1806999999999988,0.00224360111111099,0.3552499999999911
Exp1,Retrieval Filler,expt1,4.5,0.1806999999999991,0.00224360111111102,0.35524999999999335
Exp1,Retrieval Filler,expt1,5,0.18653333333333297,0.00283023999999996,0.3989999999999973
Exp1,Retrieval Filler,expt1,5.5,0.1916666666666662,0.00340277777777772,0.43749999999999656
Exp1,Retrieval Filler,expt1,6,0.1918333333333328,0.00342224999999993,0.438749999999996
Exp1,Retrieval Filler,expt1,6.5,0.1916666666666668,0.00340277777777779,0.4375000000000012
Exp1,Retrieval Filler,expt1,7,0.19083333333333444,0.00330625000000012,0.4312500000000083
Exp1,Retrieval Filler,expt1,7.5,0.19413333333333335,0.00369664,0.4560000000000003
Exp1,Retrieval Filler,expt1,8,0.1901999999999998,0.00323381777777775,0.4264999999999984
Exp1,Retrieval Filler,expt1,8.5,0.190533333333333,0.00327183999999996,0.4289999999999975
Exp1,Retrieval Filler,expt1,9,0.18519999999999964,0.00269015111111107,0.38899999999999735
Exp1,Retrieval Filler,expt1,9.5,0.18329999999999985,0.00249666777777776,0.3747499999999987
Exp1,Retrieval Filler,expt1,10,0.17663333333333275,0.00187488999999995,0.32474999999999565
Exp1,Retrieval Filler,expt1,10.5,0.17133333333333303,0.00144399999999997,0.28499999999999776
Exp1,Retrieval Filler,expt1,11,0.16279999999999986,8.682844444444364e-4,0.22099999999999895
Exp1,Retrieval Filler,expt1,11.5,0.16480000000000036,9.90151111111134e-4,0.2360000000000027
Exp1,Retrieval Filler,expt1,12,0.15706666666666766,5.632711111111583e-4,0.17800000000000746
Exp1,Retrieval Filler,expt1,12.5,0.14823333333333352,2.220100000000057e-4,0.11175000000000145
Exp1,Retrieval One-shot,expt1,3,0.11545000000000004,0.1834408899999999,0.7876781609195401
Exp1,Retrieval One-shot,expt1,3.5,0.11660000000000004,0.18245712249999993,0.7855632183908046
Exp1,Retrieval One-shot,expt1,4,0.1211999999999997,0.1785485025000002,0.7771034482758626
Exp1,Retrieval One-shot,expt1,4.5,0.12625000000000072,0.17430624999999933,0.7678160919540216
Exp1,Retrieval One-shot,expt1,5,0.1385999999999998,0.16414652250000009,0.7451034482758624
Exp1,Retrieval One-shot,expt1,5.5,0.1414500000000004,0.16184528999999964,0.7398620689655164
Exp1,Retrieval One-shot,expt1,6,0.15390000000000073,0.15198302249999943,0.716965517241378
Exp1,Retrieval One-shot,expt1,6.5,0.17520000000000005,0.13582910249999994,0.6777931034482758
Exp1,Retrieval One-shot,expt1,7,0.20110000000000008,0.11740902249999992,0.6301609195402298
Exp1,Retrieval One-shot,expt1,7.5,0.21859999999999996,0.1057225225,0.5979770114942529
Exp1,Retrieval One-shot,expt1,8,0.25004999999999955,0.08625969000000024,0.5401379310344836
Exp1,Retrieval One-shot,expt1,8.5,0.2861500000000006,0.06635775999999965,0.4737471264367804
Exp1,Retrieval One-shot,expt1,9,0.33110000000000045,0.04522002249999979,0.3910804597701141
Exp1,Retrieval One-shot,expt1,9.5,0.37179999999999974,0.02956680250000007,0.3162298850574717
Exp1,Retrieval One-shot,expt1,10,0.4306000000000011,0.01280292249999974,0.20809195402298644
Exp1,Retrieval One-shot,expt1,10.5,0.48404999999999937,0.00356409000000007,0.10979310344827696
Exp1,Retrieval One-shot,expt1,11,0.5480499999999991,1.8489999999993065e-5,0.00790804597701001
Exp1,Retrieval One-shot,expt1,11.5,0.6150499999999999,0.00508368999999998,0.13112643678160907
Exp1,Retrieval One-shot,expt1,12,0.6893500000000007,0.02119936000000021,0.2677701149425301
Exp1,Retrieval One-shot,expt1,12.5,0.7654999999999998,0.04917306249999995,0.4078160919540228
Exp1,Retrieval Target,expt1,3,0.1466499999999995,0.35652841000000063,0.8028235294117654
Exp1,Retrieval Target,expt1,3.5,0.16445,0.33558849,0.778890756302521
Exp1,Retrieval Target,expt1,4,0.1817499999999996,0.31584400000000046,0.7556302521008408
Exp1,Retrieval Target,expt1,4.5,0.21594999999999992,0.27857284000000004,0.7096470588235294
Exp1,Retrieval Target,expt1,5,0.2413000000000008,0.25245600249999917,0.6755630252100829
Exp1,Retrieval Target,expt1,5.5,0.283500000000001,0.2118300624999991,0.6188235294117634
Exp1,Retrieval Target,expt1,6,0.3195500000000002,0.17994563999999982,0.5703529411764703
Exp1,Retrieval Target,expt1,6.5,0.35839999999999944,0.14849462250000045,0.5181176470588243
Exp1,Retrieval Target,expt1,7,0.4066000000000021,0.11367012249999858,0.453310924369745
Exp1,Retrieval Target,expt1,7.5,0.44704999999999817,0.0880308900000011,0.3989243697479016
Exp1,Retrieval Target,expt1,8,0.4920999999999997,0.06332772250000018,0.3383529411764711
Exp1,Retrieval Target,expt1,8.5,0.5340500000000005,0.04397408999999981,0.28194957983193214
Exp1,Retrieval Target,expt1,9,0.5842000000000002,0.02545620249999995,0.2145210084033611
Exp1,Retrieval Target,expt1,9.5,0.6381500000000002,0.01115135999999996,0.14198319327731063
Exp1,Retrieval Target,expt1,10,0.6847000000000004,0.00348690249999995,0.07939495798319274
Exp1,Retrieval Target,expt1,10.5,0.7354499999999999,6.889000000000141e-5,0.01115966386554633
Exp1,Retrieval Target,expt1,11,0.7697500000000003,6.760000000000127e-4,0.03495798319327764
Exp1,Retrieval Target,expt1,11.5,0.8124000000000001,0.00471282250000001,0.0923025210084035
Exp1,Retrieval Target,expt1,12,0.8533999999999997,0.01202312249999993,0.14742857142857102
Exp1,Retrieval Target,expt1,12.5,0.8901999999999999,0.02144760249999995,0.1969075630252099
