experiment,condition,id,phase,block,word_type,item,word,word_i,exposure,accuracy,selection,correct1,correct2,correct3,value,value1,value2,value3
4,switch,6,learning,post-flush,target,46,plyder,18,1,0,obj1_1,0,NA,NA,wrench,wrench,NA,NA
4,switch,6,learning,post-flush,target,47,zum,15,2,0,obj3_3,0,0,NA,usb,sunflower,usb,NA
4,switch,6,learning,post-flush,target,48,ruftin,16,2,0,obj4_1,0,0,NA,tree,ruler,tree,NA
4,switch,6,learning,post-flush,target,49,loog,17,2,1,obj2_3,0,1,NA,shovel,sofa,shovel,NA
4,switch,6,learning,post-flush,target,50,plyder,18,2,0,obj3_4,0,0,NA,skateboard,wrench,skateboard,NA
4,switch,6,learning,post-flush,target,51,zum,15,3,0,obj3_1,0,0,0,tree,sunflower,usb,tree
4,switch,6,learning,post-flush,target,52,ruftin,16,3,0,obj3_4,0,0,0,sofa,ruler,tree,sofa
4,switch,6,learning,post-flush,target,53,loog,17,3,0,obj3_1,0,1,0,ruler,sofa,shovel,ruler
4,switch,6,learning,post-flush,target,54,plyder,18,3,0,obj4_4,0,0,0,usb,wrench,skateboard,usb
4,switch,6,test,post-flush,target,55,zum,15,4,0,foil1_4,0,0,0,sunflower,sunflower,usb,tree
4,switch,6,test,post-flush,target,56,ruftin,16,4,0,foil1_4,0,0,0,ruler,ruler,tree,sofa
4,switch,6,test,post-flush,target,57,loog,17,4,0,foil1_3,0,1,0,sofa,sofa,shovel,ruler
4,switch,6,test,post-flush,target,58,plyder,18,4,0,foil1_1,0,0,0,wrench,wrench,skateboard,usb
4,switch,6,test,flush,filler,59,glemp,5,4,1,target_2,0,1,1,helmet,glove,helmet,helmet
4,switch,6,test,flush,filler,60,heek,6,4,0,foil3,0,0,0,screw,pliers,paperclip,screw
4,switch,6,test,flush,filler,61,toma,7,4,0,foil1_3,0,1,0,controller,controller,bus,pliers
4,switch,6,test,flush,filler,62,blicket,8,4,0,foil1_1,0,1,1,desk,desk,saw,saw
4,switch,6,test,flush,filler,63,nortle,9,4,0,foil1_1,0,0,0,acorn,acorn,flute,drum
4,switch,6,test,flush,filler,64,vep,10,4,0,foil1_4,0,1,0,scissors,scissors,mitt,lamp
4,switch,6,test,flush,filler,65,kuabid,11,4,0,random4,0,1,1,flute,helicopter,dresser,dresser
4,switch,6,test,flush,filler,66,wug,12,4,0,foil3,0,0,0,indoor,racket,hat,indoor
4,switch,6,test,flush,filler,67,smick,13,4,0,random1_3,0,0,0,glove,guitar,trumpet,desk
4,switch,6,test,flush,filler,68,channer,14,4,0,foil1_3,0,0,0,screwdriver,screwdriver,screw,racket
4,switch,6,test,pre-flush,target,69,yate,1,4,1,target_2,0,1,1,bed,orchid,bed,bed
4,switch,6,test,pre-flush,target,70,fendle,2,4,0,foil1_1,0,0,0,bike,bike,belt,boat
4,switch,6,test,pre-flush,target,71,mipen,3,4,0,random4,0,1,1,harp,boat,drill,drill
4,switch,6,test,pre-flush,target,72,dax,4,4,0,random2,0,0,0,pliers,clarinet,bat,bookcase
4,switch,6,debrief,debrief,NA,Cheat,NA,NA,NA,NA,NA,NA,NA,NA,My data is good,NA,NA,NA
4,switch,6,debrief,debrief,NA,Strategies,NA,NA,NA,NA,NA,NA,NA,NA,just listened and tried to make sense,NA,NA,NA
4,switch,6,debrief,debrief,NA,WriteDown,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
4,switch,6,debrief,debrief,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,gained little or no idea what object was what object,NA,NA,NA
4,switch,8,learning,warm-up,filler,1,glemp,5,1,0,obj4_1,0,NA,NA,eraser,eraser,NA,NA
4,switch,8,learning,warm-up,filler,2,heek,6,1,0,obj1_1,0,NA,NA,broccoli,broccoli,NA,NA
4,switch,8,learning,warm-up,filler,3,toma,7,1,0,obj2_1,0,NA,NA,flute,flute,NA,NA
4,switch,8,learning,warm-up,filler,4,blicket,8,1,0,obj3_1,0,NA,NA,saw,saw,NA,NA
4,switch,8,learning,warm-up,filler,5,nortle,9,1,0,obj1_1,0,NA,NA,acorn,acorn,NA,NA
4,switch,8,learning,warm-up,filler,6,vep,10,1,0,obj4_1,0,NA,NA,scissors,scissors,NA,NA
4,switch,8,learning,warm-up,filler,7,kuabid,11,1,0,obj4_1,0,NA,NA,dresser,dresser,NA,NA
4,switch,8,learning,warm-up,filler,8,wug,12,1,0,obj3_1,0,NA,NA,pinecone,pinecone,NA,NA
4,switch,8,learning,warm-up,filler,9,smick,13,1,0,obj3_1,0,NA,NA,pencil,pencil,NA,NA
4,switch,8,learning,warm-up,filler,10,channer,14,1,0,obj3_1,0,NA,NA,screwdriver,screwdriver,NA,NA
4,switch,8,learning,pre-flush,target,11,yate,1,1,0,obj2_1,0,NA,NA,apple,apple,NA,NA
4,switch,8,learning,pre-flush,target,12,fendle,2,1,0,obj1_1,0,NA,NA,bike,bike,NA,NA
4,switch,8,learning,pre-flush,target,13,mipen,3,1,0,obj2_1,0,NA,NA,dress,dress,NA,NA
4,switch,8,learning,pre-flush,target,14,dax,4,1,0,obj1_1,0,NA,NA,clover,clover,NA,NA
4,switch,8,learning,pre-flush,target,15,yate,1,2,1,obj1_2,0,1,NA,bed,apple,bed,NA
4,switch,8,learning,pre-flush,target,16,fendle,2,2,1,obj2_1,0,1,NA,bookcase,bike,bookcase,NA
4,switch,8,learning,pre-flush,target,17,mipen,3,2,0,obj3_1,0,0,NA,hammer,dress,hammer,NA
4,switch,8,learning,pre-flush,target,18,dax,4,2,1,obj2_1,0,1,NA,clarinet,clover,clarinet,NA
4,switch,8,learning,pre-flush,target,19,yate,1,3,1,obj1_2,0,1,1,bed,apple,bed,bed
4,switch,8,learning,pre-flush,target,20,fendle,2,3,0,obj4_2,0,1,0,hammer,bike,bookcase,hammer
4,switch,8,learning,pre-flush,target,21,mipen,3,3,1,obj1_2,0,0,1,drill,dress,hammer,drill
4,switch,8,learning,pre-flush,target,22,dax,4,3,1,obj1_2,0,1,1,clarinet,clover,clarinet,clarinet
4,switch,8,learning,flush,filler,23,glemp,5,2,1,obj1_4,0,1,NA,glove,eraser,glove,NA
4,switch,8,learning,flush,filler,24,heek,6,2,1,obj2_1,0,1,NA,pliers,broccoli,pliers,NA
4,switch,8,learning,flush,filler,25,toma,7,2,0,obj4_3,0,0,NA,phone,flute,phone,NA
4,switch,8,learning,flush,filler,26,blicket,8,2,0,obj4_3,0,0,NA,racket,saw,racket,NA
4,switch,8,learning,flush,filler,27,nortle,9,2,0,obj3_3,0,0,NA,scooter,acorn,scooter,NA
4,switch,8,learning,flush,filler,28,vep,10,2,0,obj4_3,0,0,NA,guitar,scissors,guitar,NA
4,switch,8,learning,flush,filler,29,kuabid,11,2,0,obj4_1,0,0,NA,rose,dresser,rose,NA
4,switch,8,learning,flush,filler,30,wug,12,2,1,obj2_3,0,1,NA,shoe,pinecone,shoe,NA
4,switch,8,learning,flush,filler,31,smick,13,2,1,obj2_3,0,1,NA,sandwich,pencil,sandwich,NA
4,switch,8,learning,flush,filler,32,channer,14,2,1,obj1_3,0,1,NA,harp,screwdriver,harp,NA
4,switch,8,learning,flush,filler,33,glemp,5,3,1,obj1_4,0,1,1,glove,eraser,glove,glove
4,switch,8,learning,flush,filler,34,heek,6,3,1,obj1_2,0,1,1,pliers,broccoli,pliers,pliers
4,switch,8,learning,flush,filler,35,toma,7,3,1,obj1_3,0,0,1,goggles,flute,phone,goggles
4,switch,8,learning,flush,filler,36,blicket,8,3,0,obj2_1,0,0,0,car,saw,racket,car
4,switch,8,learning,flush,filler,37,nortle,9,3,0,obj2_2,0,0,0,rose,acorn,scooter,rose
4,switch,8,learning,flush,filler,38,vep,10,3,0,obj3_3,0,0,0,flute,scissors,guitar,flute
4,switch,8,learning,flush,filler,39,kuabid,11,3,1,obj1_1,0,0,1,paperclip,dresser,rose,paperclip
4,switch,8,learning,flush,filler,40,wug,12,3,1,obj1_4,0,1,1,shoe,pinecone,shoe,shoe
4,switch,8,learning,flush,filler,41,smick,13,3,1,obj1_4,0,1,1,sandwich,pencil,sandwich,sandwich
4,switch,8,learning,flush,filler,42,channer,14,3,1,obj1_3,0,1,1,harp,screwdriver,harp,harp
4,switch,8,learning,post-flush,target,43,zum,15,1,0,obj1_1,0,NA,NA,sock,sock,NA,NA
4,switch,8,learning,post-flush,target,44,ruftin,16,1,0,obj1_1,0,NA,NA,shirt,shirt,NA,NA
4,switch,8,learning,post-flush,target,45,loog,17,1,0,obj1_1,0,NA,NA,shovel,shovel,NA,NA
4,switch,8,learning,post-flush,target,46,plyder,18,1,0,obj1_1,0,NA,NA,wrench,wrench,NA,NA
4,switch,8,learning,post-flush,target,47,zum,15,2,1,obj1_1,0,1,NA,tuba,sock,tuba,NA
4,switch,8,learning,post-flush,target,48,ruftin,16,2,1,obj1_1,0,1,NA,strawberry,shirt,strawberry,NA
4,switch,8,learning,post-flush,target,49,loog,17,2,1,obj2_1,0,1,NA,sofa,shovel,sofa,NA
4,switch,8,learning,post-flush,target,50,plyder,18,2,0,obj4_1,0,0,NA,stapler,wrench,stapler,NA
4,switch,8,learning,post-flush,target,51,zum,15,3,1,obj1_1,0,1,1,tuba,sock,tuba,tuba
4,switch,8,learning,post-flush,target,52,ruftin,16,3,1,obj1_1,0,1,1,strawberry,shirt,strawberry,strawberry
4,switch,8,learning,post-flush,target,53,loog,17,3,1,obj1_2,0,1,1,sofa,shovel,sofa,sofa
4,switch,8,learning,post-flush,target,54,plyder,18,3,1,obj1_2,0,0,1,bowlingpin,wrench,stapler,bowlingpin
4,switch,8,test,post-flush,target,55,zum,15,4,1,target_1,0,1,1,tuba,sock,tuba,tuba
4,switch,8,test,post-flush,target,56,ruftin,16,4,1,target_1,0,1,1,strawberry,shirt,strawberry,strawberry
4,switch,8,test,post-flush,target,57,loog,17,4,1,target_2,0,1,1,sofa,shovel,sofa,sofa
4,switch,8,test,post-flush,target,58,plyder,18,4,1,target_2,0,0,1,bowlingpin,wrench,stapler,bowlingpin
4,switch,8,test,flush,filler,59,glemp,5,4,1,target_4,0,1,1,glove,eraser,glove,glove
4,switch,8,test,flush,filler,60,heek,6,4,1,target_2,0,1,1,pliers,broccoli,pliers,pliers
4,switch,8,test,flush,filler,61,toma,7,4,0,foil1_2,0,0,1,flute,flute,phone,goggles
4,switch,8,test,flush,filler,62,blicket,8,4,0,random3,0,0,0,bed,saw,racket,car
4,switch,8,test,flush,filler,63,nortle,9,4,0,foil3,0,0,0,trumpet,acorn,scooter,rose
4,switch,8,test,flush,filler,64,vep,10,4,0,foil1_4,0,0,0,scissors,scissors,guitar,flute
4,switch,8,test,flush,filler,65,kuabid,11,4,1,target_1,0,0,1,paperclip,dresser,rose,paperclip
4,switch,8,test,flush,filler,66,wug,12,4,1,target_4,0,1,1,shoe,pinecone,shoe,shoe
4,switch,8,test,flush,filler,67,smick,13,4,1,target_4,0,1,1,sandwich,pencil,sandwich,sandwich
4,switch,8,test,flush,filler,68,channer,14,4,1,target_3,0,1,1,harp,screwdriver,harp,harp
4,switch,8,test,pre-flush,target,69,yate,1,4,0,foil1_2,0,1,1,apple,apple,bed,bed
4,switch,8,test,pre-flush,target,70,fendle,2,4,0,foil1_1,0,1,0,bike,bike,bookcase,hammer
4,switch,8,test,pre-flush,target,71,mipen,3,4,1,target_2,0,0,1,drill,dress,hammer,drill
4,switch,8,test,pre-flush,target,72,dax,4,4,0,foil1_1,0,1,1,clover,clover,clarinet,clarinet
4,switch,8,debrief,debrief,NA,Cheat,NA,NA,NA,NA,NA,NA,NA,NA,My data is good,NA,NA,NA
4,switch,8,debrief,debrief,NA,Strategies,NA,NA,NA,NA,NA,NA,NA,NA,I tried to remember which objects were present in previous tests and narrow down what the possibilities were.,NA,NA,NA
4,switch,8,debrief,debrief,NA,WriteDown,NA,NA,NA,NA,NA,NA,NA,NA,No%2C I did the whole test in my head.,NA,NA,NA
4,switch,8,debrief,debrief,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,It was very interesting and very difficult!,NA,NA,NA
4,switch,9,learning,warm-up,filler,1,glemp,5,1,0,obj1_1,0,NA,NA,glove,glove,NA,NA
4,switch,9,learning,warm-up,filler,2,heek,6,1,0,obj1_1,0,NA,NA,broccoli,broccoli,NA,NA
4,switch,9,learning,warm-up,filler,3,toma,7,1,0,obj1_1,0,NA,NA,bus,bus,NA,NA
4,switch,9,learning,warm-up,filler,4,blicket,8,1,0,obj4_1,0,NA,NA,hat,hat,NA,NA
4,switch,9,learning,warm-up,filler,5,nortle,9,1,0,obj1_1,0,NA,NA,acorn,acorn,NA,NA
4,switch,9,learning,warm-up,filler,6,vep,10,1,0,obj4_1,0,NA,NA,scissors,scissors,NA,NA
4,switch,9,learning,warm-up,filler,7,kuabid,11,1,0,obj3_1,0,NA,NA,helicopter,helicopter,NA,NA
4,switch,9,learning,warm-up,filler,8,wug,12,1,0,obj3_1,0,NA,NA,pinecone,pinecone,NA,NA
4,switch,9,learning,warm-up,filler,9,smick,13,1,0,obj1_1,0,NA,NA,sandwich,sandwich,NA,NA
4,switch,9,learning,warm-up,filler,10,channer,14,1,0,obj4_1,0,NA,NA,harp,harp,NA,NA
4,switch,9,learning,pre-flush,target,11,yate,1,1,0,obj2_1,0,NA,NA,apple,apple,NA,NA
4,switch,9,learning,pre-flush,target,12,fendle,2,1,0,obj1_1,0,NA,NA,bike,bike,NA,NA
4,switch,9,learning,pre-flush,target,13,mipen,3,1,0,obj3_1,0,NA,NA,drill,drill,NA,NA
4,switch,9,learning,pre-flush,target,14,dax,4,1,0,obj4_1,0,NA,NA,computer,computer,NA,NA
4,switch,9,learning,pre-flush,target,15,yate,1,2,1,obj2_2,0,1,NA,ball,apple,ball,NA
4,switch,9,learning,pre-flush,target,16,fendle,2,2,0,obj4_4,0,0,NA,clarinet,bike,clarinet,NA
4,switch,9,learning,pre-flush,target,17,mipen,3,2,0,obj4_2,0,0,NA,orchid,drill,orchid,NA
4,switch,9,learning,pre-flush,target,18,dax,4,2,0,obj4_3,0,0,NA,dress,computer,dress,NA
4,switch,9,learning,pre-flush,target,19,yate,1,3,1,obj1_3,0,1,1,ball,apple,ball,ball
4,switch,9,learning,pre-flush,target,20,fendle,2,3,0,obj3_4,0,0,0,drill,bike,clarinet,drill
4,switch,9,learning,pre-flush,target,21,mipen,3,3,0,obj2_1,0,0,0,clarinet,drill,orchid,clarinet
4,switch,9,learning,pre-flush,target,22,dax,4,3,1,obj1_1,0,0,1,banana,computer,dress,banana
4,switch,9,learning,flush,filler,23,glemp,5,2,0,obj4_4,0,0,NA,notebook,glove,notebook,NA
4,switch,9,learning,flush,filler,24,heek,6,2,1,obj2_1,0,1,NA,pliers,broccoli,pliers,NA
4,switch,9,learning,flush,filler,25,toma,7,2,1,obj2_1,0,1,NA,controller,bus,controller,NA
4,switch,9,learning,flush,filler,26,blicket,8,2,1,obj1_4,0,1,NA,desk,hat,desk,NA
4,switch,9,learning,flush,filler,27,nortle,9,2,0,obj3_3,0,0,NA,scooter,acorn,scooter,NA
4,switch,9,learning,flush,filler,28,vep,10,2,1,obj1_4,0,1,NA,pineapple,scissors,pineapple,NA
4,switch,9,learning,flush,filler,29,kuabid,11,2,1,obj1_3,0,1,NA,dresser,helicopter,dresser,NA
4,switch,9,learning,flush,filler,30,wug,12,2,1,obj1_3,0,1,NA,plane,pinecone,plane,NA
4,switch,9,learning,flush,filler,31,smick,13,2,1,obj2_1,0,1,NA,pencil,sandwich,pencil,NA
4,switch,9,learning,flush,filler,32,channer,14,2,1,obj2_4,0,1,NA,phone,harp,phone,NA
4,switch,9,learning,flush,filler,33,glemp,5,3,0,obj3_2,0,0,0,sandwich,glove,notebook,sandwich
4,switch,9,learning,flush,filler,34,heek,6,3,1,obj1_2,0,1,1,pliers,broccoli,pliers,pliers
4,switch,9,learning,flush,filler,35,toma,7,3,1,obj1_2,0,1,1,controller,bus,controller,controller
4,switch,9,learning,flush,filler,36,blicket,8,3,1,obj1_4,0,1,1,desk,hat,desk,desk
4,switch,9,learning,flush,filler,37,nortle,9,3,0,obj2_2,0,0,0,rose,acorn,scooter,rose
4,switch,9,learning,flush,filler,38,vep,10,3,1,obj1_4,0,1,1,pineapple,scissors,pineapple,pineapple
4,switch,9,learning,flush,filler,39,kuabid,11,3,0,obj3_1,0,1,0,harp,helicopter,dresser,harp
4,switch,9,learning,flush,filler,40,wug,12,3,1,obj1_3,0,1,1,plane,pinecone,plane,plane
4,switch,9,learning,flush,filler,41,smick,13,3,1,obj1_2,0,1,1,pencil,sandwich,pencil,pencil
4,switch,9,learning,flush,filler,42,channer,14,3,1,obj1_1,0,1,1,phone,harp,phone,phone
4,switch,9,learning,post-flush,target,43,zum,15,1,0,obj4_1,0,NA,NA,sunflower,sunflower,NA,NA
4,switch,9,learning,post-flush,target,44,ruftin,16,1,0,obj2_1,0,NA,NA,strawberry,strawberry,NA,NA
4,switch,9,learning,post-flush,target,45,loog,17,1,0,obj2_1,0,NA,NA,violin,violin,NA,NA
4,switch,9,learning,post-flush,target,46,plyder,18,1,0,obj1_1,0,NA,NA,wrench,wrench,NA,NA
4,switch,9,learning,post-flush,target,47,zum,15,2,1,obj2_4,0,1,NA,tuba,sunflower,tuba,NA
4,switch,9,learning,post-flush,target,48,ruftin,16,2,1,obj1_2,0,1,NA,printer,strawberry,printer,NA
4,switch,9,learning,post-flush,target,49,loog,17,2,1,obj1_2,0,1,NA,sofa,violin,sofa,NA
4,switch,9,learning,post-flush,target,50,plyder,18,2,1,obj1_1,0,1,NA,train,wrench,train,NA
4,switch,9,learning,post-flush,target,51,zum,15,3,1,obj1_1,0,1,1,tuba,sunflower,tuba,tuba
4,switch,9,learning,post-flush,target,52,ruftin,16,3,1,obj1_2,0,1,1,printer,strawberry,printer,printer
4,switch,9,learning,post-flush,target,53,loog,17,3,1,obj1_2,0,1,1,sofa,violin,sofa,sofa
4,switch,9,learning,post-flush,target,54,plyder,18,3,1,obj1_1,0,1,1,train,wrench,train,train
4,switch,9,test,post-flush,target,55,zum,15,4,1,target_1,0,1,1,tuba,sunflower,tuba,tuba
4,switch,9,test,post-flush,target,56,ruftin,16,4,1,target_2,0,1,1,printer,strawberry,printer,printer
4,switch,9,test,post-flush,target,57,loog,17,4,1,target_2,0,1,1,sofa,violin,sofa,sofa
4,switch,9,test,post-flush,target,58,plyder,18,4,1,target_1,0,1,1,train,wrench,train,train
4,switch,9,test,flush,filler,59,glemp,5,4,0,random1_2,0,0,0,ball,glove,notebook,sandwich
4,switch,9,test,flush,filler,60,heek,6,4,1,target_2,0,1,1,pliers,broccoli,pliers,pliers
4,switch,9,test,flush,filler,61,toma,7,4,1,target_2,0,1,1,controller,bus,controller,controller
4,switch,9,test,flush,filler,62,blicket,8,4,1,target_4,0,1,1,desk,hat,desk,desk
4,switch,9,test,flush,filler,63,nortle,9,4,0,foil2,0,0,0,scooter,acorn,scooter,rose
4,switch,9,test,flush,filler,64,vep,10,4,1,target_4,0,1,1,pineapple,scissors,pineapple,pineapple
4,switch,9,test,flush,filler,65,kuabid,11,4,0,foil1_3,0,1,0,helicopter,helicopter,dresser,harp
4,switch,9,test,flush,filler,66,wug,12,4,1,target_3,0,1,1,plane,pinecone,plane,plane
4,switch,9,test,flush,filler,67,smick,13,4,1,target_2,0,1,1,pencil,sandwich,pencil,pencil
4,switch,9,test,flush,filler,68,channer,14,4,1,target_1,0,1,1,phone,harp,phone,phone
4,switch,9,test,pre-flush,target,69,yate,1,4,1,target_3,0,1,1,ball,apple,ball,ball
4,switch,9,test,pre-flush,target,70,fendle,2,4,0,foil1_1,0,0,0,bike,bike,clarinet,drill
4,switch,9,test,pre-flush,target,71,mipen,3,4,0,random2,0,0,0,dresser,drill,orchid,clarinet
4,switch,9,test,pre-flush,target,72,dax,4,4,1,target_1,0,0,1,banana,computer,dress,banana
4,switch,9,debrief,debrief,NA,Cheat,NA,NA,NA,NA,NA,NA,NA,NA,My data is good,NA,NA,NA
4,switch,9,debrief,debrief,NA,Strategies,NA,NA,NA,NA,NA,NA,NA,NA,I just looked at what was repeating,NA,NA,NA
4,switch,9,debrief,debrief,NA,WriteDown,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA
4,switch,9,debrief,debrief,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,switch,10,learning,warm-up,filler,1,glemp,5,1,0,obj1_1,0,NA,NA,glove,glove,NA,NA
4,switch,10,learning,warm-up,filler,2,heek,6,1,0,obj3_1,0,NA,NA,pliers,pliers,NA,NA
4,switch,10,learning,warm-up,filler,3,toma,7,1,0,obj3_1,0,NA,NA,controller,controller,NA,NA
4,switch,10,learning,warm-up,filler,4,blicket,8,1,0,obj3_1,0,NA,NA,saw,saw,NA,NA
4,switch,10,learning,warm-up,filler,5,nortle,9,1,0,obj1_1,0,NA,NA,acorn,acorn,NA,NA
4,switch,10,learning,warm-up,filler,6,vep,10,1,0,obj2_1,0,NA,NA,mitt,mitt,NA,NA
4,switch,10,learning,warm-up,filler,7,kuabid,11,1,0,obj2_1,0,NA,NA,paperclip,paperclip,NA,NA
4,switch,10,learning,warm-up,filler,8,wug,12,1,0,obj3_1,0,NA,NA,pinecone,pinecone,NA,NA
4,switch,10,learning,warm-up,filler,9,smick,13,1,0,obj1_1,0,NA,NA,sandwich,sandwich,NA,NA
4,switch,10,learning,warm-up,filler,10,channer,14,1,0,obj3_1,0,NA,NA,screwdriver,screwdriver,NA,NA
4,switch,10,learning,pre-flush,target,11,yate,1,1,0,obj3_1,0,NA,NA,bed,bed,NA,NA
4,switch,10,learning,pre-flush,target,12,fendle,2,1,0,obj1_1,0,NA,NA,bike,bike,NA,NA
4,switch,10,learning,pre-flush,target,13,mipen,3,1,0,obj2_1,0,NA,NA,dress,dress,NA,NA
4,switch,10,learning,pre-flush,target,14,dax,4,1,0,obj4_1,0,NA,NA,computer,computer,NA,NA
4,switch,10,learning,pre-flush,target,15,yate,1,2,0,obj3_2,0,0,NA,book,bed,book,NA
4,switch,10,learning,pre-flush,target,16,fendle,2,2,1,obj2_1,0,1,NA,bookcase,bike,bookcase,NA
4,switch,10,learning,pre-flush,target,17,mipen,3,2,0,obj4_3,0,0,NA,apple,dress,apple,NA
4,switch,10,learning,pre-flush,target,18,dax,4,2,1,obj1_4,0,1,NA,clover,computer,clover,NA
4,switch,10,learning,pre-flush,target,19,yate,1,3,0,obj3_4,0,0,0,clarinet,bed,book,clarinet
4,switch,10,learning,pre-flush,target,20,fendle,2,3,1,obj1_2,0,1,1,bookcase,bike,bookcase,bookcase
4,switch,10,learning,pre-flush,target,21,mipen,3,3,1,obj1_3,0,0,1,bat,dress,apple,bat
4,switch,10,learning,pre-flush,target,22,dax,4,3,1,obj1_4,0,1,1,clover,computer,clover,clover
4,switch,10,learning,flush,filler,23,glemp,5,2,1,obj2_1,0,1,NA,helmet,glove,helmet,NA
4,switch,10,learning,flush,filler,24,heek,6,2,1,obj2_3,0,1,NA,broccoli,pliers,broccoli,NA
4,switch,10,learning,flush,filler,25,toma,7,2,1,obj1_3,0,1,NA,goggles,controller,goggles,NA
4,switch,10,learning,flush,filler,26,blicket,8,2,1,obj2_3,0,1,NA,desk,saw,desk,NA
4,switch,10,learning,flush,filler,27,nortle,9,2,0,obj4_3,0,0,NA,flute,acorn,flute,NA
4,switch,10,learning,flush,filler,28,vep,10,2,0,obj4_1,0,0,NA,keyboard,mitt,keyboard,NA
4,switch,10,learning,flush,filler,29,kuabid,11,2,0,obj4_3,0,0,NA,drum,paperclip,drum,NA
4,switch,10,learning,flush,filler,30,wug,12,2,1,obj1_3,0,1,NA,plane,pinecone,plane,NA
4,switch,10,learning,flush,filler,31,smick,13,2,1,obj2_1,0,1,NA,pencil,sandwich,pencil,NA
4,switch,10,learning,flush,filler,32,channer,14,2,0,obj4_1,0,0,NA,cookie,screwdriver,cookie,NA
4,switch,10,learning,flush,filler,33,glemp,5,3,1,obj1_2,0,1,1,helmet,glove,helmet,helmet
4,switch,10,learning,flush,filler,34,heek,6,3,1,obj1_4,0,1,1,broccoli,pliers,broccoli,broccoli
4,switch,10,learning,flush,filler,35,toma,7,3,1,obj1_3,0,1,1,goggles,controller,goggles,goggles
4,switch,10,learning,flush,filler,36,blicket,8,3,1,obj1_4,0,1,1,desk,saw,desk,desk
4,switch,10,learning,flush,filler,37,nortle,9,3,0,obj2_4,0,0,0,drum,acorn,flute,drum
4,switch,10,learning,flush,filler,38,vep,10,3,1,obj1_3,0,0,1,scissors,mitt,keyboard,scissors
4,switch,10,learning,flush,filler,39,kuabid,11,3,0,obj3_4,0,0,0,screwdriver,paperclip,drum,screwdriver
4,switch,10,learning,flush,filler,40,wug,12,3,0,obj3_3,0,1,0,mitt,pinecone,plane,mitt
4,switch,10,learning,flush,filler,41,smick,13,3,0,obj3_4,0,1,0,saw,sandwich,pencil,saw
4,switch,10,learning,flush,filler,42,channer,14,3,1,obj1_4,0,0,1,lamp,screwdriver,cookie,lamp
4,switch,10,learning,post-flush,target,43,zum,15,1,0,obj1_1,0,NA,NA,sock,sock,NA,NA
4,switch,10,learning,post-flush,target,44,ruftin,16,1,0,obj3_1,0,NA,NA,printer,printer,NA,NA
4,switch,10,learning,post-flush,target,45,loog,17,1,0,obj3_1,0,NA,NA,sofa,sofa,NA,NA
4,switch,10,learning,post-flush,target,46,plyder,18,1,0,obj2_1,0,NA,NA,train,train,NA,NA
4,switch,10,learning,post-flush,target,47,zum,15,2,1,obj1_1,0,1,NA,tuba,sock,tuba,NA
4,switch,10,learning,post-flush,target,48,ruftin,16,2,1,obj2_3,0,1,NA,shirt,printer,shirt,NA
4,switch,10,learning,post-flush,target,49,loog,17,2,1,obj1_3,0,1,NA,stapler,sofa,stapler,NA
4,switch,10,learning,post-flush,target,50,plyder,18,2,0,obj4_3,0,0,NA,violin,train,violin,NA
4,switch,10,learning,post-flush,target,51,zum,15,3,1,obj1_1,0,1,1,tuba,sock,tuba,tuba
4,switch,10,learning,post-flush,target,52,ruftin,16,3,1,obj1_4,0,1,1,shirt,printer,shirt,shirt
4,switch,10,learning,post-flush,target,53,loog,17,3,1,obj1_3,0,1,1,stapler,sofa,stapler,stapler
4,switch,10,learning,post-flush,target,54,plyder,18,3,0,obj3_1,0,0,0,sunflower,train,violin,sunflower
4,switch,10,test,post-flush,target,55,zum,15,4,1,target_1,0,1,1,tuba,sock,tuba,tuba
4,switch,10,test,post-flush,target,56,ruftin,16,4,1,target_4,0,1,1,shirt,printer,shirt,shirt
4,switch,10,test,post-flush,target,57,loog,17,4,1,target_3,0,1,1,stapler,sofa,stapler,stapler
4,switch,10,test,post-flush,target,58,plyder,18,4,0,random5,0,0,0,guitar,train,violin,sunflower
4,switch,10,test,flush,filler,59,glemp,5,4,1,target_2,0,1,1,helmet,glove,helmet,helmet
4,switch,10,test,flush,filler,60,heek,6,4,1,target_4,0,1,1,broccoli,pliers,broccoli,broccoli
4,switch,10,test,flush,filler,61,toma,7,4,1,target_3,0,1,1,goggles,controller,goggles,goggles
4,switch,10,test,flush,filler,62,blicket,8,4,1,target_4,0,1,1,desk,saw,desk,desk
4,switch,10,test,flush,filler,63,nortle,9,4,0,random4,0,0,0,drum,acorn,flute,drum
4,switch,10,test,flush,filler,64,vep,10,4,0,foil1_2,0,0,1,mitt,mitt,keyboard,scissors
4,switch,10,test,flush,filler,65,kuabid,11,4,0,foil1_2,0,0,0,paperclip,paperclip,drum,screwdriver
4,switch,10,test,flush,filler,66,wug,12,4,0,random4,0,1,0,strawberry,pinecone,plane,mitt
4,switch,10,test,flush,filler,67,smick,13,4,1,target_2,0,1,0,pencil,sandwich,pencil,saw
4,switch,10,test,flush,filler,68,channer,14,4,0,random2,0,0,1,clover,screwdriver,cookie,lamp
