experiment,condition,id,phase,block,word_type,item,word,word_i,exposure,accuracy,selection,correct1,correct2,correct3,value,value1,value2,value3
4,same,36,learning,flush,filler,34,heek,6,3,1,obj1_3,0,1,1,rose,pliers,rose,rose
4,same,36,learning,flush,filler,35,toma,7,3,1,obj1_3,0,1,1,goggles,controller,goggles,goggles
4,same,36,learning,flush,filler,36,blicket,8,3,0,obj3_1,0,0,0,eraser,palm,hat,eraser
4,same,36,learning,flush,filler,37,nortle,9,3,1,obj1_1,0,1,1,headphone,acorn,headphone,headphone
4,same,36,learning,flush,filler,38,vep,10,3,0,obj2_2,0,0,0,harp,pineapple,marker,harp
4,same,36,learning,flush,filler,39,kuabid,11,3,0,obj3_2,0,1,0,lamp,dresser,pants,lamp
4,same,36,learning,flush,filler,40,wug,12,3,0,obj3_1,0,0,0,scissors,shoe,desk,scissors
4,same,36,learning,flush,filler,41,smick,13,3,1,obj1_3,0,1,1,keyboard,pencil,keyboard,keyboard
4,same,36,learning,flush,filler,42,channer,14,3,1,obj1_2,0,0,1,screwdriver,lamp,screwdriver,screwdriver
4,same,36,learning,post-flush,target,43,zum,15,1,1,obj2_1,1,NA,NA,tuba,tuba,NA,NA
4,same,36,learning,post-flush,target,44,ruftin,16,1,1,obj2_1,1,NA,NA,strawberry,strawberry,NA,NA
4,same,36,learning,post-flush,target,45,loog,17,1,1,obj2_1,1,NA,NA,violin,violin,NA,NA
4,same,36,learning,post-flush,target,46,plyder,18,1,1,obj1_1,1,NA,NA,wrench,wrench,NA,NA
4,same,36,learning,post-flush,target,47,zum,15,2,1,obj1_2,1,1,NA,tuba,tuba,tuba,NA
4,same,36,learning,post-flush,target,48,ruftin,16,2,1,obj1_2,1,1,NA,strawberry,strawberry,strawberry,NA
4,same,36,learning,post-flush,target,49,loog,17,2,1,obj1_2,1,1,NA,violin,violin,violin,NA
4,same,36,learning,post-flush,target,50,plyder,18,2,1,obj1_1,1,1,NA,wrench,wrench,wrench,NA
4,same,36,learning,post-flush,target,51,zum,15,3,1,obj1_2,1,1,1,tuba,tuba,tuba,tuba
4,same,36,learning,post-flush,target,52,ruftin,16,3,1,obj1_2,1,1,1,strawberry,strawberry,strawberry,strawberry
4,same,36,learning,post-flush,target,53,loog,17,3,1,obj1_2,1,1,1,violin,violin,violin,violin
4,same,36,learning,post-flush,target,54,plyder,18,3,1,obj1_1,1,1,1,wrench,wrench,wrench,wrench
4,same,36,test,post-flush,target,55,zum,15,4,1,target_2,1,1,1,tuba,tuba,tuba,tuba
4,same,36,test,post-flush,target,56,ruftin,16,4,1,target_2,1,1,1,strawberry,strawberry,strawberry,strawberry
4,same,36,test,post-flush,target,57,loog,17,4,1,target_2,1,1,1,violin,violin,violin,violin
4,same,36,test,post-flush,target,58,plyder,18,4,1,target_1,1,1,1,wrench,wrench,wrench,wrench
4,same,36,test,flush,filler,59,glemp,5,4,0,foil1_4,0,0,0,eraser,eraser,chair,desk
4,same,36,test,flush,filler,60,heek,6,4,1,target_3,0,1,1,rose,pliers,rose,rose
4,same,36,test,flush,filler,61,toma,7,4,0,foil1_3,0,1,1,controller,controller,goggles,goggles
4,same,36,test,flush,filler,62,blicket,8,4,0,foil1_2,0,0,0,palm,palm,hat,eraser
4,same,36,test,flush,filler,63,nortle,9,4,1,target_1,0,1,1,headphone,acorn,headphone,headphone
4,same,36,test,flush,filler,64,vep,10,4,0,foil1_1,0,0,0,pineapple,pineapple,marker,harp
4,same,36,test,flush,filler,65,kuabid,11,4,0,random4,0,1,0,flute,dresser,pants,lamp
4,same,36,test,flush,filler,66,wug,12,4,0,random3,0,0,0,chair,shoe,desk,scissors
4,same,36,test,flush,filler,67,smick,13,4,0,foil1_3,0,1,1,pencil,pencil,keyboard,keyboard
4,same,36,test,flush,filler,68,channer,14,4,1,target_2,0,0,1,screwdriver,lamp,screwdriver,screwdriver
4,same,36,test,pre-flush,target,69,yate,1,4,1,target_2,1,1,1,apple,apple,apple,apple
4,same,36,test,pre-flush,target,70,fendle,2,4,1,target_1,1,1,1,bike,bike,bike,bike
4,same,36,test,pre-flush,target,71,mipen,3,4,1,target_3,1,1,1,drill,drill,drill,drill
4,same,36,test,pre-flush,target,72,dax,4,4,1,target_4,1,1,1,computer,computer,computer,computer
4,same,36,debrief,debrief,NA,Cheat,NA,NA,NA,NA,NA,NA,NA,NA,My data is good,NA,NA,NA
4,same,36,debrief,debrief,NA,Strategies,NA,NA,NA,NA,NA,NA,NA,NA,relied on memory%2C chose bottom right photo in the first presentation,NA,NA,NA
4,same,36,debrief,debrief,NA,WriteDown,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
4,same,36,debrief,debrief,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,same,39,learning,warm-up,filler,1,glemp,5,1,0,obj4_1,0,NA,NA,eraser,eraser,NA,NA
4,same,39,learning,warm-up,filler,2,heek,6,1,0,obj3_1,0,NA,NA,pliers,pliers,NA,NA
4,same,39,learning,warm-up,filler,3,toma,7,1,0,obj1_1,0,NA,NA,bus,bus,NA,NA
4,same,39,learning,warm-up,filler,4,blicket,8,1,0,obj4_1,0,NA,NA,hat,hat,NA,NA
4,same,39,learning,warm-up,filler,5,nortle,9,1,0,obj1_1,0,NA,NA,acorn,acorn,NA,NA
4,same,39,learning,warm-up,filler,6,vep,10,1,0,obj3_1,0,NA,NA,notebook,notebook,NA,NA
4,same,39,learning,warm-up,filler,7,kuabid,11,1,0,obj4_1,0,NA,NA,dresser,dresser,NA,NA
4,same,39,learning,warm-up,filler,8,wug,12,1,0,obj3_1,0,NA,NA,pinecone,pinecone,NA,NA
4,same,39,learning,warm-up,filler,9,smick,13,1,0,obj1_1,0,NA,NA,sandwich,sandwich,NA,NA
4,same,39,learning,warm-up,filler,10,channer,14,1,0,obj2_1,0,NA,NA,phone,phone,NA,NA
4,same,39,learning,pre-flush,target,11,yate,1,1,1,obj2_1,1,NA,NA,apple,apple,NA,NA
4,same,39,learning,pre-flush,target,12,fendle,2,1,1,obj1_1,1,NA,NA,bike,bike,NA,NA
4,same,39,learning,pre-flush,target,13,mipen,3,1,1,obj2_1,1,NA,NA,dress,dress,NA,NA
4,same,39,learning,pre-flush,target,14,dax,4,1,1,obj4_1,1,NA,NA,computer,computer,NA,NA
4,same,39,learning,pre-flush,target,15,yate,1,2,1,obj1_2,1,1,NA,apple,apple,apple,NA
4,same,39,learning,pre-flush,target,16,fendle,2,2,1,obj1_1,1,1,NA,bike,bike,bike,NA
4,same,39,learning,pre-flush,target,17,mipen,3,2,1,obj1_2,1,1,NA,dress,dress,dress,NA
4,same,39,learning,pre-flush,target,18,dax,4,2,1,obj1_4,1,1,NA,computer,computer,computer,NA
4,same,39,learning,pre-flush,target,19,yate,1,3,1,obj1_2,1,1,1,apple,apple,apple,apple
4,same,39,learning,pre-flush,target,20,fendle,2,3,1,obj1_1,1,1,1,bike,bike,bike,bike
4,same,39,learning,pre-flush,target,21,mipen,3,3,1,obj1_2,1,1,1,dress,dress,dress,dress
4,same,39,learning,pre-flush,target,22,dax,4,3,1,obj1_4,1,1,1,computer,computer,computer,computer
4,same,39,learning,flush,filler,23,glemp,5,2,1,obj1_4,0,1,NA,glove,eraser,glove,NA
4,same,39,learning,flush,filler,24,heek,6,2,0,obj2_3,0,0,NA,broccoli,pliers,broccoli,NA
4,same,39,learning,flush,filler,25,toma,7,2,1,obj1_1,0,1,NA,flute,bus,flute,NA
4,same,39,learning,flush,filler,26,blicket,8,2,0,obj2_4,0,0,NA,palm,hat,palm,NA
4,same,39,learning,flush,filler,27,nortle,9,2,0,obj4_1,0,0,NA,goggles,acorn,goggles,NA
4,same,39,learning,flush,filler,28,vep,10,2,1,obj1_3,0,1,NA,scissors,notebook,scissors,NA
4,same,39,learning,flush,filler,29,kuabid,11,2,1,obj1_4,0,1,NA,pants,dresser,pants,NA
4,same,39,learning,flush,filler,30,wug,12,2,0,obj4_4,0,0,NA,saw,pinecone,saw,NA
4,same,39,learning,flush,filler,31,smick,13,2,0,obj2_1,0,0,NA,pencil,sandwich,pencil,NA
4,same,39,learning,flush,filler,32,channer,14,2,1,obj1_2,0,1,NA,screwdriver,phone,screwdriver,NA
4,same,39,learning,flush,filler,33,glemp,5,3,1,obj1_4,0,1,1,glove,eraser,glove,glove
4,same,39,learning,flush,filler,34,heek,6,3,1,obj1_4,0,0,1,broccoli,pliers,broccoli,broccoli
4,same,39,learning,flush,filler,35,toma,7,3,1,obj1_1,0,1,1,flute,bus,flute,flute
4,same,39,learning,flush,filler,36,blicket,8,3,1,obj1_1,0,0,1,palm,hat,palm,palm
4,same,39,learning,flush,filler,37,nortle,9,3,0,obj3_4,0,0,0,helicopter,acorn,goggles,helicopter
4,same,39,learning,flush,filler,38,vep,10,3,1,obj1_3,0,1,1,scissors,notebook,scissors,scissors
4,same,39,learning,flush,filler,39,kuabid,11,3,1,obj1_4,0,1,1,pants,dresser,pants,pants
4,same,39,learning,flush,filler,40,wug,12,3,0,obj2_2,0,0,0,keyboard,pinecone,saw,keyboard
4,same,39,learning,flush,filler,41,smick,13,3,1,obj1_2,0,0,1,pencil,sandwich,pencil,pencil
4,same,39,learning,flush,filler,42,channer,14,3,0,obj2_4,0,1,0,paperclip,phone,screwdriver,paperclip
4,same,39,learning,post-flush,target,43,zum,15,1,1,obj1_1,1,NA,NA,sock,sock,NA,NA
4,same,39,learning,post-flush,target,44,ruftin,16,1,1,obj4_1,1,NA,NA,ruler,ruler,NA,NA
4,same,39,learning,post-flush,target,45,loog,17,1,1,obj3_1,1,NA,NA,sofa,sofa,NA,NA
4,same,39,learning,post-flush,target,46,plyder,18,1,1,obj1_1,1,NA,NA,wrench,wrench,NA,NA
4,same,39,learning,post-flush,target,47,zum,15,2,1,obj1_1,1,1,NA,sock,sock,sock,NA
4,same,39,learning,post-flush,target,48,ruftin,16,2,1,obj1_4,1,1,NA,ruler,ruler,ruler,NA
4,same,39,learning,post-flush,target,49,loog,17,2,1,obj1_3,1,1,NA,sofa,sofa,sofa,NA
4,same,39,learning,post-flush,target,50,plyder,18,2,1,obj1_1,1,1,NA,wrench,wrench,wrench,NA
4,same,39,learning,post-flush,target,51,zum,15,3,1,obj1_1,1,1,1,sock,sock,sock,sock
4,same,39,learning,post-flush,target,52,ruftin,16,3,1,obj1_4,1,1,1,ruler,ruler,ruler,ruler
4,same,39,learning,post-flush,target,53,loog,17,3,1,obj1_3,1,1,1,sofa,sofa,sofa,sofa
4,same,39,learning,post-flush,target,54,plyder,18,3,1,obj1_1,1,1,1,wrench,wrench,wrench,wrench
4,same,39,test,post-flush,target,55,zum,15,4,1,target_1,1,1,1,sock,sock,sock,sock
4,same,39,test,post-flush,target,56,ruftin,16,4,1,target_4,1,1,1,ruler,ruler,ruler,ruler
4,same,39,test,post-flush,target,57,loog,17,4,1,target_3,1,1,1,sofa,sofa,sofa,sofa
4,same,39,test,post-flush,target,58,plyder,18,4,1,target_1,1,1,1,wrench,wrench,wrench,wrench
4,same,39,test,flush,filler,59,glemp,5,4,1,target_4,0,1,1,glove,eraser,glove,glove
4,same,39,test,flush,filler,60,heek,6,4,1,target_4,0,0,1,broccoli,pliers,broccoli,broccoli
4,same,39,test,flush,filler,61,toma,7,4,1,target_1,0,1,1,flute,bus,flute,flute
4,same,39,test,flush,filler,62,blicket,8,4,1,target_1,0,0,1,palm,hat,palm,palm
4,same,39,test,flush,filler,63,nortle,9,4,0,foil1_1,0,0,0,acorn,acorn,goggles,helicopter
4,same,39,test,flush,filler,64,vep,10,4,1,target_3,0,1,1,scissors,notebook,scissors,scissors
4,same,39,test,flush,filler,65,kuabid,11,4,1,target_4,0,1,1,pants,dresser,pants,pants
4,same,39,test,flush,filler,66,wug,12,4,1,target_4,0,0,0,shoe,pinecone,saw,keyboard
4,same,39,test,flush,filler,67,smick,13,4,1,target_2,0,0,1,pencil,sandwich,pencil,pencil
4,same,39,test,flush,filler,68,channer,14,4,0,foil1_2,0,1,0,phone,phone,screwdriver,paperclip
4,same,39,test,pre-flush,target,69,yate,1,4,1,target_2,1,1,1,apple,apple,apple,apple
4,same,39,test,pre-flush,target,70,fendle,2,4,1,target_1,1,1,1,bike,bike,bike,bike
4,same,39,test,pre-flush,target,71,mipen,3,4,1,target_2,1,1,1,dress,dress,dress,dress
4,same,39,test,pre-flush,target,72,dax,4,4,1,target_4,1,1,1,computer,computer,computer,computer
4,same,39,debrief,debrief,NA,Cheat,NA,NA,NA,NA,NA,NA,NA,NA,My data is good,NA,NA,NA
4,same,39,debrief,debrief,NA,Strategies,NA,NA,NA,NA,NA,NA,NA,NA,I tried to remember which pictures would show each time with certain words,NA,NA,NA
4,same,39,debrief,debrief,NA,WriteDown,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
4,same,39,debrief,debrief,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA
4,same,40,learning,warm-up,filler,1,glemp,5,1,0,obj4_1,0,NA,NA,eraser,eraser,NA,NA
4,same,40,learning,warm-up,filler,2,heek,6,1,0,obj3_1,0,NA,NA,pliers,pliers,NA,NA
4,same,40,learning,warm-up,filler,3,toma,7,1,0,obj2_1,0,NA,NA,flute,flute,NA,NA
4,same,40,learning,warm-up,filler,4,blicket,8,1,0,obj4_1,0,NA,NA,hat,hat,NA,NA
4,same,40,learning,warm-up,filler,5,nortle,9,1,0,obj1_1,0,NA,NA,acorn,acorn,NA,NA
4,same,40,learning,warm-up,filler,6,vep,10,1,0,obj3_1,0,NA,NA,notebook,notebook,NA,NA
4,same,40,learning,warm-up,filler,7,kuabid,11,1,0,obj4_1,0,NA,NA,dresser,dresser,NA,NA
4,same,40,learning,warm-up,filler,8,wug,12,1,0,obj3_1,0,NA,NA,pinecone,pinecone,NA,NA
4,same,40,learning,warm-up,filler,9,smick,13,1,0,obj1_1,0,NA,NA,sandwich,sandwich,NA,NA
4,same,40,learning,warm-up,filler,10,channer,14,1,0,obj3_1,0,NA,NA,screwdriver,screwdriver,NA,NA
4,same,40,learning,pre-flush,target,11,yate,1,1,1,obj3_1,1,NA,NA,bed,bed,NA,NA
4,same,40,learning,pre-flush,target,12,fendle,2,1,1,obj4_1,1,NA,NA,camera,camera,NA,NA
4,same,40,learning,pre-flush,target,13,mipen,3,1,1,obj3_1,1,NA,NA,drill,drill,NA,NA
4,same,40,learning,pre-flush,target,14,dax,4,1,1,obj4_1,1,NA,NA,computer,computer,NA,NA
4,same,40,learning,pre-flush,target,15,yate,1,2,1,obj1_3,1,1,NA,bed,bed,bed,NA
4,same,40,learning,pre-flush,target,16,fendle,2,2,1,obj1_4,1,1,NA,camera,camera,camera,NA
4,same,40,learning,pre-flush,target,17,mipen,3,2,1,obj1_3,1,1,NA,drill,drill,drill,NA
4,same,40,learning,pre-flush,target,18,dax,4,2,1,obj1_4,1,1,NA,computer,computer,computer,NA
4,same,40,learning,pre-flush,target,19,yate,1,3,1,obj1_3,1,1,1,bed,bed,bed,bed
4,same,40,learning,pre-flush,target,20,fendle,2,3,1,obj1_4,1,1,1,camera,camera,camera,camera
4,same,40,learning,pre-flush,target,21,mipen,3,3,1,obj1_3,1,1,1,drill,drill,drill,drill
4,same,40,learning,pre-flush,target,22,dax,4,3,1,obj1_4,1,1,1,computer,computer,computer,computer
4,same,40,learning,flush,filler,23,glemp,5,2,1,obj1_4,0,1,NA,glove,eraser,glove,NA
4,same,40,learning,flush,filler,24,heek,6,2,0,obj3_1,0,0,NA,mouse,pliers,mouse,NA
4,same,40,learning,flush,filler,25,toma,7,2,0,obj4_3,0,0,NA,phone,flute,phone,NA
4,same,40,learning,flush,filler,26,blicket,8,2,0,obj4_3,0,0,NA,racket,hat,racket,NA
4,same,40,learning,flush,filler,27,nortle,9,2,0,obj4_2,0,0,NA,bus,acorn,bus,NA
4,same,40,learning,flush,filler,28,vep,10,2,0,obj3_4,0,0,NA,marker,notebook,marker,NA
4,same,40,learning,flush,filler,29,kuabid,11,2,0,obj3_4,0,0,NA,necktie,dresser,necktie,NA
4,same,40,learning,flush,filler,30,wug,12,2,0,obj2_3,0,0,NA,shoe,pinecone,shoe,NA
4,same,40,learning,flush,filler,31,smick,13,2,1,obj1_1,0,1,NA,guitar,sandwich,guitar,NA
4,same,40,learning,flush,filler,32,channer,14,2,0,obj4_1,0,0,NA,cookie,screwdriver,cookie,NA
4,same,40,learning,flush,filler,33,glemp,5,3,1,obj1_4,0,1,1,glove,eraser,glove,glove
4,same,40,learning,flush,filler,34,heek,6,3,0,obj4_3,0,0,0,screw,pliers,mouse,screw
4,same,40,learning,flush,filler,35,toma,7,3,0,obj3_3,0,0,0,drum,flute,phone,drum
4,same,40,learning,flush,filler,36,blicket,8,3,0,obj4_3,0,0,0,hoop,hat,racket,hoop
4,same,40,learning,flush,filler,37,nortle,9,3,0,obj2_3,0,0,0,broccoli,acorn,bus,broccoli
4,same,40,learning,flush,filler,38,vep,10,3,1,obj1_3,0,0,1,scissors,notebook,marker,scissors
4,same,40,learning,flush,filler,39,kuabid,11,3,0,obj3_4,0,0,0,screwdriver,dresser,necktie,screwdriver
4,same,40,learning,flush,filler,40,wug,12,3,1,obj1_4,0,0,1,shoe,pinecone,shoe,shoe
4,same,40,learning,flush,filler,41,smick,13,3,1,obj1_1,0,1,1,guitar,sandwich,guitar,guitar
4,same,40,learning,flush,filler,42,channer,14,3,0,obj3_4,0,0,0,pinecone,screwdriver,cookie,pinecone
4,same,40,learning,post-flush,target,43,zum,15,1,1,obj4_1,1,NA,NA,sunflower,sunflower,NA,NA
4,same,40,learning,post-flush,target,44,ruftin,16,1,1,obj3_1,1,NA,NA,printer,printer,NA,NA
4,same,40,learning,post-flush,target,45,loog,17,1,1,obj1_1,1,NA,NA,shovel,shovel,NA,NA
4,same,40,learning,post-flush,target,46,plyder,18,1,1,obj1_1,1,NA,NA,wrench,wrench,NA,NA
4,same,40,learning,post-flush,target,47,zum,15,2,1,obj1_4,1,1,NA,sunflower,sunflower,sunflower,NA
4,same,40,learning,post-flush,target,48,ruftin,16,2,1,obj1_3,1,1,NA,printer,printer,printer,NA
4,same,40,learning,post-flush,target,49,loog,17,2,1,obj1_1,1,1,NA,shovel,shovel,shovel,NA
4,same,40,learning,post-flush,target,50,plyder,18,2,1,obj1_1,1,1,NA,wrench,wrench,wrench,NA
4,same,40,learning,post-flush,target,51,zum,15,3,0,obj3_1,1,1,0,bowlingpin,sunflower,sunflower,bowlingpin
4,same,40,learning,post-flush,target,52,ruftin,16,3,1,obj1_3,1,1,1,printer,printer,printer,printer
4,same,40,learning,post-flush,target,53,loog,17,3,1,obj1_1,1,1,1,shovel,shovel,shovel,shovel
4,same,40,learning,post-flush,target,54,plyder,18,3,1,obj1_1,1,1,1,wrench,wrench,wrench,wrench
4,same,40,test,post-flush,target,55,zum,15,4,1,target_4,1,1,0,sunflower,sunflower,sunflower,bowlingpin
4,same,40,test,post-flush,target,56,ruftin,16,4,1,target_3,1,1,1,printer,printer,printer,printer
4,same,40,test,post-flush,target,57,loog,17,4,1,target_1,1,1,1,shovel,shovel,shovel,shovel
4,same,40,test,post-flush,target,58,plyder,18,4,1,target_1,1,1,1,wrench,wrench,wrench,wrench
4,same,40,test,flush,filler,59,glemp,5,4,1,target_4,0,1,1,glove,eraser,glove,glove
4,same,40,test,flush,filler,60,heek,6,4,0,foil3,0,0,0,screw,pliers,mouse,screw
4,same,40,test,flush,filler,61,toma,7,4,0,foil3,0,0,0,necktie,flute,phone,drum
4,same,40,test,flush,filler,62,blicket,8,4,0,foil3,0,0,0,hoop,hat,racket,hoop
4,same,40,test,flush,filler,63,nortle,9,4,0,foil1_1,0,0,0,acorn,acorn,bus,broccoli
4,same,40,test,flush,filler,64,vep,10,4,0,foil2,0,0,1,marker,notebook,marker,scissors
4,same,40,test,flush,filler,65,kuabid,11,4,0,random3,0,0,0,bag,dresser,necktie,screwdriver
4,same,40,test,flush,filler,66,wug,12,4,1,target_4,0,0,1,shoe,pinecone,shoe,shoe
4,same,40,test,flush,filler,67,smick,13,4,1,target_1,0,1,1,guitar,sandwich,guitar,guitar
4,same,40,test,flush,filler,68,channer,14,4,0,random2,0,0,0,clover,screwdriver,cookie,pinecone
4,same,40,test,pre-flush,target,69,yate,1,4,1,target_3,1,1,1,bed,bed,bed,bed
4,same,40,test,pre-flush,target,70,fendle,2,4,1,target_4,1,1,1,camera,camera,camera,camera
4,same,40,test,pre-flush,target,71,mipen,3,4,1,target_3,1,1,1,drill,drill,drill,drill
4,same,40,test,pre-flush,target,72,dax,4,4,1,target_4,1,1,1,computer,computer,computer,computer
4,same,40,debrief,debrief,NA,Cheat,NA,NA,NA,NA,NA,NA,NA,NA,My data is good,NA,NA,NA
4,same,40,debrief,debrief,NA,Strategies,NA,NA,NA,NA,NA,NA,NA,NA,This seemed random,NA,NA,NA
4,same,40,debrief,debrief,NA,WriteDown,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA
4,same,40,debrief,debrief,NA,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
4,same,42,learning,warm-up,filler,1,glemp,5,1,0,obj1_1,0,NA,NA,glove,glove,NA,NA
4,same,42,learning,warm-up,filler,2,heek,6,1,0,obj3_1,0,NA,NA,pliers,pliers,NA,NA
4,same,42,learning,warm-up,filler,3,toma,7,1,0,obj2_1,0,NA,NA,flute,flute,NA,NA
4,same,42,learning,warm-up,filler,4,blicket,8,1,0,obj1_1,0,NA,NA,desk,desk,NA,NA
4,same,42,learning,warm-up,filler,5,nortle,9,1,0,obj1_1,0,NA,NA,acorn,acorn,NA,NA
4,same,42,learning,warm-up,filler,6,vep,10,1,0,obj2_1,0,NA,NA,mitt,mitt,NA,NA
4,same,42,learning,warm-up,filler,7,kuabid,11,1,0,obj4_1,0,NA,NA,dresser,dresser,NA,NA
4,same,42,learning,warm-up,filler,8,wug,12,1,0,obj2_1,0,NA,NA,racket,racket,NA,NA
4,same,42,learning,warm-up,filler,9,smick,13,1,0,obj1_1,0,NA,NA,sandwich,sandwich,NA,NA
4,same,42,learning,warm-up,filler,10,channer,14,1,0,obj2_1,0,NA,NA,phone,phone,NA,NA
4,same,42,learning,pre-flush,target,11,yate,1,1,1,obj3_1,1,NA,NA,bed,bed,NA,NA
4,same,42,learning,pre-flush,target,12,fendle,2,1,1,obj1_1,1,NA,NA,bike,bike,NA,NA
4,same,42,learning,pre-flush,target,13,mipen,3,1,1,obj3_1,1,NA,NA,drill,drill,NA,NA
4,same,42,learning,pre-flush,target,14,dax,4,1,1,obj3_1,1,NA,NA,clarinet,clarinet,NA,NA
4,same,42,learning,pre-flush,target,15,yate,1,2,1,obj1_3,1,1,NA,bed,bed,bed,NA
4,same,42,learning,pre-flush,target,16,fendle,2,2,1,obj1_1,1,1,NA,bike,bike,bike,NA
4,same,42,learning,pre-flush,target,17,mipen,3,2,1,obj1_3,1,1,NA,drill,drill,drill,NA
4,same,42,learning,pre-flush,target,18,dax,4,2,1,obj1_3,1,1,NA,clarinet,clarinet,clarinet,NA
4,same,42,learning,pre-flush,target,19,yate,1,3,1,obj1_3,1,1,1,bed,bed,bed,bed
4,same,42,learning,pre-flush,target,20,fendle,2,3,1,obj1_1,1,1,1,bike,bike,bike,bike
4,same,42,learning,pre-flush,target,21,mipen,3,3,1,obj1_3,1,1,1,drill,drill,drill,drill
4,same,42,learning,pre-flush,target,22,dax,4,3,1,obj1_3,1,1,1,clarinet,clarinet,clarinet,clarinet
4,same,42,learning,flush,filler,23,glemp,5,2,1,obj1_1,0,1,NA,chair,glove,chair,NA
4,same,42,learning,flush,filler,24,heek,6,2,0,obj3_1,0,0,NA,mouse,pliers,mouse,NA
4,same,42,learning,flush,filler,25,toma,7,2,0,obj4_2,0,0,NA,lamp,flute,lamp,NA
4,same,42,learning,flush,filler,26,blicket,8,2,0,obj2_1,0,0,NA,saw,desk,saw,NA
4,same,42,learning,flush,filler,27,nortle,9,2,0,obj3_2,0,0,NA,scooter,acorn,scooter,NA
4,same,42,learning,flush,filler,28,vep,10,2,0,obj3_1,0,0,NA,marker,mitt,marker,NA
4,same,42,learning,flush,filler,29,kuabid,11,2,0,obj2_4,0,0,NA,paperclip,dresser,paperclip,NA
4,same,42,learning,flush,filler,30,wug,12,2,0,obj4_1,0,0,NA,hat,racket,hat,NA
4,same,42,learning,flush,filler,31,smick,13,2,0,obj4_1,0,0,NA,eraser,sandwich,eraser,NA
4,same,42,learning,flush,filler,32,channer,14,2,1,obj1_2,0,1,NA,screwdriver,phone,screwdriver,NA
4,same,42,learning,flush,filler,33,glemp,5,3,1,obj1_1,0,1,1,chair,glove,chair,chair
4,same,42,learning,flush,filler,34,heek,6,3,1,obj1_3,0,0,1,rose,pliers,mouse,rose
4,same,42,learning,flush,filler,35,toma,7,3,0,obj3_3,0,0,0,drum,flute,lamp,drum
4,same,42,learning,flush,filler,36,blicket,8,3,1,obj1_2,0,0,1,saw,desk,saw,saw
4,same,42,learning,flush,filler,37,nortle,9,3,0,obj4_2,0,0,0,trumpet,acorn,scooter,trumpet
4,same,42,learning,flush,filler,38,vep,10,3,0,obj3_3,0,0,0,flute,mitt,marker,flute
4,same,42,learning,flush,filler,39,kuabid,11,3,1,obj1_1,0,0,1,paperclip,dresser,paperclip,paperclip
4,same,42,learning,flush,filler,40,wug,12,3,1,obj1_3,0,0,1,plane,racket,hat,plane
4,same,42,learning,flush,filler,41,smick,13,3,0,obj2_2,0,0,0,scissors,sandwich,eraser,scissors
4,same,42,learning,flush,filler,42,channer,14,3,1,obj1_2,0,1,1,screwdriver,phone,screwdriver,screwdriver
4,same,42,learning,post-flush,target,43,zum,15,1,1,obj2_1,1,NA,NA,tuba,tuba,NA,NA
4,same,42,learning,post-flush,target,44,ruftin,16,1,1,obj4_1,1,NA,NA,ruler,ruler,NA,NA
4,same,42,learning,post-flush,target,45,loog,17,1,1,obj1_1,1,NA,NA,shovel,shovel,NA,NA
4,same,42,learning,post-flush,target,46,plyder,18,1,1,obj1_1,1,NA,NA,wrench,wrench,NA,NA
4,same,42,learning,post-flush,target,47,zum,15,2,1,obj1_2,1,1,NA,tuba,tuba,tuba,NA
4,same,42,learning,post-flush,target,48,ruftin,16,2,1,obj1_4,1,1,NA,ruler,ruler,ruler,NA
4,same,42,learning,post-flush,target,49,loog,17,2,1,obj1_1,1,1,NA,shovel,shovel,shovel,NA
4,same,42,learning,post-flush,target,50,plyder,18,2,1,obj1_1,1,1,NA,wrench,wrench,wrench,NA
4,same,42,learning,post-flush,target,51,zum,15,3,1,obj1_2,1,1,1,tuba,tuba,tuba,tuba
4,same,42,learning,post-flush,target,52,ruftin,16,3,1,obj1_4,1,1,1,ruler,ruler,ruler,ruler
4,same,42,learning,post-flush,target,53,loog,17,3,1,obj1_1,1,1,1,shovel,shovel,shovel,shovel
4,same,42,learning,post-flush,target,54,plyder,18,3,1,obj1_1,1,1,1,wrench,wrench,wrench,wrench
4,same,42,test,post-flush,target,55,zum,15,4,1,target_2,1,1,1,tuba,tuba,tuba,tuba
4,same,42,test,post-flush,target,56,ruftin,16,4,1,target_4,1,1,1,ruler,ruler,ruler,ruler
4,same,42,test,post-flush,target,57,loog,17,4,1,target_1,1,1,1,shovel,shovel,shovel,shovel
4,same,42,test,post-flush,target,58,plyder,18,4,1,target_1,1,1,1,wrench,wrench,wrench,wrench
4,same,42,test,flush,filler,59,glemp,5,4,0,foil1_1,0,1,1,glove,glove,chair,chair
4,same,42,test,flush,filler,60,heek,6,4,1,target_3,0,0,1,rose,pliers,mouse,rose
4,same,42,test,flush,filler,61,toma,7,4,0,foil1_2,0,0,0,flute,flute,lamp,drum
4,same,42,test,flush,filler,62,blicket,8,4,1,target_2,0,0,1,saw,desk,saw,saw
