experiment,id,condition,phase,item,exposure,word,word_type,target_referent,selected_object,target_selected,selection,input
2,80130,Confirm,test,33,test,yate,one-shot,NA,eraser,1,target,NA
2,80130,Confirm,test,34,test,fendle,one-shot,NA,pliers,0,foil1,NA
2,80130,Confirm,test,35,test,mipen,one-shot,NA,flute,1,target,NA
2,80130,Confirm,test,36,test,zum,one-shot,NA,glove,0,foil2,NA
2,80130,Confirm,test,37,test,plyder,filler,NA,cookie,1,target,NA
2,80130,Confirm,test,38,test,heek,filler,NA,pineapple,0,foil1,NA
2,80130,Confirm,test,39,test,toma,filler,NA,skateboard,0,foil1,NA
2,80130,Confirm,test,40,test,ruftin,filler,NA,pinecone,0,foil1,NA
2,80130,Confirm,test,41,test,nortle,filler,NA,guitar,1,target,NA
2,80130,Confirm,test,42,test,blicket,filler,NA,paperclip,0,foil3,NA
2,80130,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,80130,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,80130,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,N/A
2,80130,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,No I did not
2,80130,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,flashcards and constant repetition
2,24134,Confirm,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,24134,Confirm,learning,2,1,heek,filler,NA,pineapple,0,foil1,NA
2,24134,Confirm,learning,3,1,kuabid,target,NA,apple,1,target,NA
2,24134,Confirm,learning,4,1,yate,one-shot,NA,glove,1,target,NA
2,24134,Confirm,learning,5,2,kuabid,target,NA,apple,1,target,NA
2,24134,Confirm,learning,6,1,dax,target,NA,bike,1,target,NA
2,24134,Confirm,learning,7,1,fendle,one-shot,NA,drum,1,target,NA
2,24134,Confirm,learning,8,2,dax,target,NA,rose,0,foil2,NA
2,24134,Confirm,learning,9,1,smick,target,NA,bat,1,target,NA
2,24134,Confirm,learning,10,1,mipen,one-shot,NA,controller,1,target,NA
2,24134,Confirm,learning,11,2,smick,target,NA,chair,0,foil2,NA
2,24134,Confirm,learning,12,1,channer,target,NA,clarinet,1,target,NA
2,24134,Confirm,learning,13,1,zum,one-shot,NA,palm,1,target,NA
2,24134,Confirm,learning,14,2,channer,target,NA,clarinet,1,target,NA
2,24134,Confirm,learning,15,1,toma,filler,NA,dresser,0,foil1,NA
2,24134,Confirm,learning,16,1,ruftin,filler,NA,racket,0,foil1,NA
2,24134,Confirm,learning,17,1,nortle,filler,NA,guitar,0,foil1,NA
2,24134,Confirm,learning,18,3,kuabid,target,NA,apple,1,target,NA
2,24134,Confirm,learning,19,1,blicket,filler,NA,lamp,0,foil1,NA
2,24134,Confirm,learning,20,3,dax,target,NA,acorn,0,foil3,NA
2,24134,Confirm,learning,21,2,plyder,filler,NA,cookie,1,target,NA
2,24134,Confirm,learning,22,2,heek,filler,NA,keyboard,0,foil2,NA
2,24134,Confirm,learning,23,2,toma,filler,NA,headphone,0,foil2,NA
2,24134,Confirm,learning,24,3,smick,target,NA,saw,0,foil3,NA
2,24134,Confirm,learning,25,2,ruftin,filler,NA,keyboard,0,foil2,NA
2,24134,Confirm,learning,26,3,channer,target,NA,clarinet,1,target,NA
2,24134,Confirm,learning,27,2,nortle,filler,NA,harp,0,foil2,NA
2,24134,Confirm,learning,28,2,blicket,filler,NA,shoe,0,foil2,NA
2,24134,Confirm,test,29,test,kuabid,target,NA,apple,1,target,NA
2,24134,Confirm,test,30,test,dax,target,NA,bike,1,target,NA
2,24134,Confirm,test,31,test,smick,target,NA,bat,1,target,NA
2,24134,Confirm,test,32,test,channer,target,NA,clarinet,1,target,NA
2,24134,Confirm,test,33,test,yate,one-shot,NA,chair,0,foil1,NA
2,24134,Confirm,test,34,test,fendle,one-shot,NA,mitt,0,foil3,NA
2,24134,Confirm,test,35,test,mipen,one-shot,NA,notebook,0,foil2,NA
2,24134,Confirm,test,36,test,zum,one-shot,NA,pencil,0,foil3,NA
2,24134,Confirm,test,37,test,plyder,filler,NA,pliers,0,foil3,NA
2,24134,Confirm,test,38,test,heek,filler,NA,pineapple,0,foil1,NA
2,24134,Confirm,test,39,test,toma,filler,NA,harp,0,foil2,NA
2,24134,Confirm,test,40,test,ruftin,filler,NA,ball,0,foil2,NA
2,24134,Confirm,test,41,test,nortle,filler,NA,screwdriver,0,foil3,NA
2,24134,Confirm,test,42,test,blicket,filler,NA,clover,0,foil2,NA
2,24134,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,yes
2,24134,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,24134,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,tried to see if pictures and words came up again to match them as best I could%2C made my best guess if it come up multiple times
2,24134,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,no
2,24134,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,77897,Recall,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,77897,Recall,learning,2,1,heek,filler,NA,pineapple,0,foil1,NA
2,77897,Recall,learning,3,1,kuabid,target,NA,orchid,1,target,NA
2,77897,Recall,learning,4,1,yate,one-shot,NA,glove,1,target,NA
2,77897,Recall,learning,5,2,kuabid,target,NA,0,0,NA,NA
2,77897,Recall,learning,6,1,dax,target,NA,bike,1,target,NA
2,77897,Recall,learning,7,1,fendle,one-shot,NA,pliers,1,target,NA
2,77897,Recall,learning,8,2,dax,target,NA,0,0,NA,NA
2,77897,Recall,learning,9,1,smick,target,NA,hammer,1,target,NA
2,77897,Recall,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,77897,Recall,learning,11,2,smick,target,NA,0,0,NA,NA
2,77897,Recall,learning,12,1,channer,target,NA,clover,1,target,NA
2,77897,Recall,learning,13,1,zum,one-shot,NA,saw,1,target,NA
2,77897,Recall,learning,14,2,channer,target,NA,0,0,NA,NA
2,77897,Recall,learning,15,1,toma,filler,NA,skateboard,0,foil1,NA
2,77897,Recall,learning,16,1,ruftin,filler,NA,shoe,0,foil1,NA
2,77897,Recall,learning,17,1,nortle,filler,NA,guitar,0,foil1,NA
2,77897,Recall,learning,18,3,kuabid,target,NA,0,0,NA,NA
2,77897,Recall,learning,19,1,blicket,filler,NA,screwdriver,0,foil1,NA
2,77897,Recall,learning,20,3,dax,target,NA,0,0,NA,NA
2,77897,Recall,learning,21,2,plyder,filler,NA,pinecone,0,foil2,NA
2,77897,Recall,learning,22,2,heek,filler,NA,mitt,1,target,NA
2,77897,Recall,learning,23,2,toma,filler,NA,dresser,1,target,NA
2,77897,Recall,learning,24,3,smick,target,NA,0,0,NA,NA
2,77897,Recall,learning,25,2,ruftin,filler,NA,racket,1,target,NA
2,77897,Recall,learning,26,3,channer,target,NA,0,0,NA,NA
2,77897,Recall,learning,27,2,nortle,filler,NA,paperclip,0,foil2,NA
2,77897,Recall,learning,28,2,blicket,filler,NA,clarinet,0,foil2,NA
2,77897,Recall,test,29,test,kuabid,target,NA,ball,0,foil1,NA
2,77897,Recall,test,30,test,dax,target,NA,bike,1,target,NA
2,77897,Recall,test,31,test,smick,target,NA,hammer,1,target,NA
2,77897,Recall,test,32,test,channer,target,NA,clover,1,target,NA
2,77897,Recall,test,33,test,yate,one-shot,NA,pinecone,0,foil2,NA
2,77897,Recall,test,34,test,fendle,one-shot,NA,rose,0,foil1,NA
2,77897,Recall,test,35,test,mipen,one-shot,NA,flute,1,target,NA
2,77897,Recall,test,36,test,zum,one-shot,NA,saw,1,target,NA
2,77897,Recall,test,37,test,plyder,filler,NA,screwdriver,0,foil3,NA
2,77897,Recall,test,38,test,heek,filler,NA,pineapple,0,foil1,NA
2,77897,Recall,test,39,test,toma,filler,NA,dresser,1,target,NA
2,77897,Recall,test,40,test,ruftin,filler,NA,shoe,0,foil1,NA
2,77897,Recall,test,41,test,nortle,filler,NA,paperclip,0,foil2,NA
2,77897,Recall,test,42,test,blicket,filler,NA,hammer,0,foil3,NA
2,77897,Recall,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,77897,Recall,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,77897,Recall,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,I tried to remember which images appeared in each set
2,77897,Recall,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,No
2,77897,Recall,debrief,Other,NA,NA,NA,NA,NA,NA,NA,no
2,31212,Confirm,learning,1,1,plyder,filler,NA,cookie,0,foil1,NA
2,31212,Confirm,learning,2,1,heek,filler,NA,notebook,0,foil1,NA
2,31212,Confirm,learning,3,1,kuabid,target,NA,bed,1,target,NA
2,31212,Confirm,learning,4,1,yate,one-shot,NA,chair,1,target,NA
2,31212,Confirm,learning,5,2,kuabid,target,NA,bed,1,target,NA
2,31212,Confirm,learning,6,1,dax,target,NA,bookcase,1,target,NA
2,31212,Confirm,learning,7,1,fendle,one-shot,NA,drum,1,target,NA
2,31212,Confirm,learning,8,2,dax,target,NA,bookcase,1,target,NA
2,31212,Confirm,learning,9,1,smick,target,NA,bat,1,target,NA
2,31212,Confirm,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,31212,Confirm,learning,11,2,smick,target,NA,bat,1,target,NA
2,31212,Confirm,learning,12,1,channer,target,NA,banana,1,target,NA
2,31212,Confirm,learning,13,1,zum,one-shot,NA,saw,1,target,NA
2,31212,Confirm,learning,14,2,channer,target,NA,banana,1,target,NA
2,31212,Confirm,learning,15,1,toma,filler,NA,paperclip,0,foil1,NA
2,31212,Confirm,learning,16,1,ruftin,filler,NA,racket,0,foil1,NA
2,31212,Confirm,learning,17,1,nortle,filler,NA,pencil,0,foil1,NA
2,31212,Confirm,learning,18,3,kuabid,target,NA,bed,1,target,NA
2,31212,Confirm,learning,19,1,blicket,filler,NA,lamp,0,foil1,NA
2,31212,Confirm,learning,20,3,dax,target,NA,boat,0,foil3,NA
2,31212,Confirm,learning,21,2,plyder,filler,NA,dresser,0,foil2,NA
2,31212,Confirm,learning,22,2,heek,filler,NA,scissors,1,target,NA
2,31212,Confirm,learning,23,2,toma,filler,NA,car,0,foil2,NA
2,31212,Confirm,learning,24,3,smick,target,NA,mitt,0,foil3,NA
2,31212,Confirm,learning,25,2,ruftin,filler,NA,pinecone,1,target,NA
2,31212,Confirm,learning,26,3,channer,target,NA,banana,1,target,NA
2,31212,Confirm,learning,27,2,nortle,filler,NA,harp,0,foil2,NA
2,31212,Confirm,learning,28,2,blicket,filler,NA,mouse,0,foil2,NA
2,31212,Confirm,test,29,test,kuabid,target,NA,bed,1,target,NA
2,31212,Confirm,test,30,test,dax,target,NA,bookcase,1,target,NA
2,31212,Confirm,test,31,test,smick,target,NA,bat,1,target,NA
2,31212,Confirm,test,32,test,channer,target,NA,dresser,0,foil3,NA
2,31212,Confirm,test,33,test,yate,one-shot,NA,chair,1,target,NA
2,31212,Confirm,test,34,test,fendle,one-shot,NA,car,0,foil3,NA
2,31212,Confirm,test,35,test,mipen,one-shot,NA,controller,0,foil1,NA
2,31212,Confirm,test,36,test,zum,one-shot,NA,harp,0,foil2,NA
2,31212,Confirm,test,37,test,plyder,filler,NA,cookie,0,foil1,NA
2,31212,Confirm,test,38,test,heek,filler,NA,mitt,0,foil1,NA
2,31212,Confirm,test,39,test,toma,filler,NA,skateboard,0,foil1,NA
2,31212,Confirm,test,40,test,ruftin,filler,NA,pinecone,1,target,NA
2,31212,Confirm,test,41,test,nortle,filler,NA,pencil,0,foil1,NA
2,31212,Confirm,test,42,test,blicket,filler,NA,lamp,0,foil1,NA
2,31212,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,31212,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,31212,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,similarities between the actual word and made up word.
2,31212,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,No
2,31212,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,None
2,18254,Recall,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,18254,Recall,learning,2,1,heek,filler,NA,pineapple,0,foil1,NA
2,18254,Recall,learning,3,1,kuabid,target,NA,bed,1,target,NA
2,18254,Recall,learning,4,1,yate,one-shot,NA,eraser,1,target,NA
2,18254,Recall,learning,5,2,kuabid,target,NA,0,0,NA,NA
2,18254,Recall,learning,6,1,dax,target,NA,bookcase,1,target,NA
2,18254,Recall,learning,7,1,fendle,one-shot,NA,pliers,1,target,NA
2,18254,Recall,learning,8,2,dax,target,NA,0,0,NA,NA
2,18254,Recall,learning,9,1,smick,target,NA,bat,1,target,NA
2,18254,Recall,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,18254,Recall,learning,11,2,smick,target,NA,0,0,NA,NA
2,18254,Recall,learning,12,1,channer,target,NA,clover,1,target,NA
2,18254,Recall,learning,13,1,zum,one-shot,NA,saw,1,target,NA
2,18254,Recall,learning,14,2,channer,target,NA,0,0,NA,NA
2,18254,Recall,learning,15,1,toma,filler,NA,paperclip,0,foil1,NA
2,18254,Recall,learning,16,1,ruftin,filler,NA,racket,0,foil1,NA
2,18254,Recall,learning,17,1,nortle,filler,NA,guitar,0,foil1,NA
2,18254,Recall,learning,18,3,kuabid,target,NA,0,0,NA,NA
2,18254,Recall,learning,19,1,blicket,filler,NA,screwdriver,0,foil1,NA
2,18254,Recall,learning,20,3,dax,target,NA,0,0,NA,NA
2,18254,Recall,learning,21,2,plyder,filler,NA,dresser,0,foil2,NA
2,18254,Recall,learning,22,2,heek,filler,NA,controller,0,foil2,NA
2,18254,Recall,learning,23,2,toma,filler,NA,skateboard,1,target,NA
2,18254,Recall,learning,24,3,smick,target,NA,0,0,NA,NA
2,18254,Recall,learning,25,2,ruftin,filler,NA,pinecone,1,target,NA
2,18254,Recall,learning,26,3,channer,target,NA,0,0,NA,NA
2,18254,Recall,learning,27,2,nortle,filler,NA,pencil,1,target,NA
2,18254,Recall,learning,28,2,blicket,filler,NA,clarinet,0,foil2,NA
2,18254,Recall,test,29,test,kuabid,target,NA,bed,1,target,NA
2,18254,Recall,test,30,test,dax,target,NA,bookcase,1,target,NA
2,18254,Recall,test,31,test,smick,target,NA,bat,1,target,NA
2,18254,Recall,test,32,test,channer,target,NA,clover,1,target,NA
2,18254,Recall,test,33,test,yate,one-shot,NA,saw,0,foil3,NA
2,18254,Recall,test,34,test,fendle,one-shot,NA,pliers,1,target,NA
2,18254,Recall,test,35,test,mipen,one-shot,NA,flute,1,target,NA
2,18254,Recall,test,36,test,zum,one-shot,NA,saw,1,target,NA
2,18254,Recall,test,37,test,plyder,filler,NA,screwdriver,0,foil3,NA
2,18254,Recall,test,38,test,heek,filler,NA,paperclip,0,foil3,NA
2,18254,Recall,test,39,test,toma,filler,NA,dresser,0,foil1,NA
2,18254,Recall,test,40,test,ruftin,filler,NA,racket,0,foil1,NA
2,18254,Recall,test,41,test,nortle,filler,NA,guitar,0,foil1,NA
2,18254,Recall,test,42,test,blicket,filler,NA,clarinet,0,foil2,NA
2,18254,Recall,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,yes
2,18254,Recall,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,18254,Recall,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,Tried to associate the word with a image.
2,18254,Recall,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,Just remembered
2,18254,Recall,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,87345,Confirm,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,87345,Confirm,learning,2,1,heek,filler,NA,pineapple,0,foil1,NA
2,87345,Confirm,learning,3,1,kuabid,target,NA,orchid,1,target,NA
2,87345,Confirm,learning,4,1,yate,one-shot,NA,glove,1,target,NA
2,87345,Confirm,learning,5,2,kuabid,target,NA,orchid,1,target,NA
2,87345,Confirm,learning,6,1,dax,target,NA,bag,1,target,NA
2,87345,Confirm,learning,7,1,fendle,one-shot,NA,broccoli,1,target,NA
2,87345,Confirm,learning,8,2,dax,target,NA,pliers,0,foil2,NA
2,87345,Confirm,learning,9,1,smick,target,NA,hammer,1,target,NA
2,87345,Confirm,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,87345,Confirm,learning,11,2,smick,target,NA,chair,0,foil2,NA
2,87345,Confirm,learning,12,1,channer,target,NA,clover,1,target,NA
2,87345,Confirm,learning,13,1,zum,one-shot,NA,palm,1,target,NA
2,87345,Confirm,learning,14,2,channer,target,NA,hat,0,foil2,NA
2,87345,Confirm,learning,15,1,toma,filler,NA,skateboard,0,foil1,NA
2,87345,Confirm,learning,16,1,ruftin,filler,NA,plane,0,foil1,NA
2,87345,Confirm,learning,17,1,nortle,filler,NA,pencil,0,foil1,NA
2,87345,Confirm,learning,18,3,kuabid,target,NA,orchid,1,target,NA
2,87345,Confirm,learning,19,1,blicket,filler,NA,screwdriver,0,foil1,NA
2,87345,Confirm,learning,20,3,dax,target,NA,bat,0,foil3,NA
2,87345,Confirm,learning,21,2,plyder,filler,NA,notebook,0,foil2,NA
2,87345,Confirm,learning,22,2,heek,filler,NA,pinecone,0,foil2,NA
2,87345,Confirm,learning,23,2,toma,filler,NA,headphone,0,foil2,NA
2,87345,Confirm,learning,24,3,smick,target,NA,saw,0,foil3,NA
2,87345,Confirm,learning,25,2,ruftin,filler,NA,shoe,1,target,NA
2,87345,Confirm,learning,26,3,channer,target,NA,clover,1,target,NA
2,87345,Confirm,learning,27,2,nortle,filler,NA,phone,0,foil2,NA
2,87345,Confirm,learning,28,2,blicket,filler,NA,harp,1,target,NA
2,87345,Confirm,test,29,test,kuabid,target,NA,orchid,1,target,NA
2,87345,Confirm,test,30,test,dax,target,NA,bat,0,foil2,NA
2,87345,Confirm,test,31,test,smick,target,NA,saw,0,foil2,NA
2,87345,Confirm,test,32,test,channer,target,NA,banana,0,foil1,NA
2,87345,Confirm,test,33,test,yate,one-shot,NA,palm,0,foil3,NA
2,87345,Confirm,test,34,test,fendle,one-shot,NA,pliers,0,foil1,NA
2,87345,Confirm,test,35,test,mipen,one-shot,NA,orchid,0,foil3,NA
2,87345,Confirm,test,36,test,zum,one-shot,NA,saw,0,foil1,NA
2,87345,Confirm,test,37,test,plyder,filler,NA,screwdriver,0,foil3,NA
2,87345,Confirm,test,38,test,heek,filler,NA,skateboard,0,foil3,NA
2,87345,Confirm,test,39,test,toma,filler,NA,dresser,1,target,NA
2,87345,Confirm,test,40,test,ruftin,filler,NA,dresser,0,foil3,NA
2,87345,Confirm,test,41,test,nortle,filler,NA,car,0,foil3,NA
2,87345,Confirm,test,42,test,blicket,filler,NA,hammer,0,foil3,NA
2,87345,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,87345,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,87345,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,I attempted to assign the words to the object I was least familiar with in each test.
2,87345,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,I did not write down the words - I tried to go off of memory
2,87345,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,16727,Recall,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,16727,Recall,learning,2,1,heek,filler,NA,pineapple,0,foil1,NA
2,16727,Recall,learning,3,1,kuabid,target,NA,bed,1,target,NA
2,16727,Recall,learning,4,1,yate,one-shot,NA,helmet,1,target,NA
2,16727,Recall,learning,5,2,kuabid,target,NA,0,0,NA,NA
2,16727,Recall,learning,6,1,dax,target,NA,camera,1,target,NA
2,16727,Recall,learning,7,1,fendle,one-shot,NA,pliers,1,target,NA
2,16727,Recall,learning,8,2,dax,target,NA,0,0,NA,NA
2,16727,Recall,learning,9,1,smick,target,NA,hammer,1,target,NA
2,16727,Recall,learning,10,1,mipen,one-shot,NA,controller,1,target,NA
2,16727,Recall,learning,11,2,smick,target,NA,0,0,NA,NA
2,16727,Recall,learning,12,1,channer,target,NA,clarinet,1,target,NA
2,16727,Recall,learning,13,1,zum,one-shot,NA,saw,1,target,NA
2,16727,Recall,learning,14,2,channer,target,NA,0,0,NA,NA
2,16727,Recall,learning,15,1,toma,filler,NA,paperclip,0,foil1,NA
2,16727,Recall,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
2,16727,Recall,learning,17,1,nortle,filler,NA,guitar,0,foil1,NA
2,16727,Recall,learning,18,3,kuabid,target,NA,0,0,NA,NA
2,16727,Recall,learning,19,1,blicket,filler,NA,screwdriver,0,foil1,NA
2,16727,Recall,learning,20,3,dax,target,NA,0,0,NA,NA
2,16727,Recall,learning,21,2,plyder,filler,NA,dresser,0,foil2,NA
2,16727,Recall,learning,22,2,heek,filler,NA,mitt,1,target,NA
2,16727,Recall,learning,23,2,toma,filler,NA,mouse,0,foil2,NA
2,16727,Recall,learning,24,3,smick,target,NA,0,0,NA,NA
2,16727,Recall,learning,25,2,ruftin,filler,NA,orchid,0,foil2,NA
2,16727,Recall,learning,26,3,channer,target,NA,0,0,NA,NA
2,16727,Recall,learning,27,2,nortle,filler,NA,pencil,1,target,NA
2,16727,Recall,learning,28,2,blicket,filler,NA,harp,1,target,NA
2,16727,Recall,test,29,test,kuabid,target,NA,clarinet,0,foil3,NA
2,16727,Recall,test,30,test,dax,target,NA,bookcase,0,foil1,NA
2,16727,Recall,test,31,test,smick,target,NA,hammer,1,target,NA
2,16727,Recall,test,32,test,channer,target,NA,desk,0,foil2,NA
2,16727,Recall,test,33,test,yate,one-shot,NA,saw,0,foil3,NA
2,16727,Recall,test,34,test,fendle,one-shot,NA,pliers,1,target,NA
2,16727,Recall,test,35,test,mipen,one-shot,NA,keyboard,0,foil3,NA
2,16727,Recall,test,36,test,zum,one-shot,NA,phone,0,foil2,NA
2,16727,Recall,test,37,test,plyder,filler,NA,screwdriver,0,foil3,NA
2,16727,Recall,test,38,test,heek,filler,NA,paperclip,0,foil3,NA
2,16727,Recall,test,39,test,toma,filler,NA,dresser,0,foil1,NA
2,16727,Recall,test,40,test,ruftin,filler,NA,pinecone,0,foil1,NA
2,16727,Recall,test,41,test,nortle,filler,NA,pencil,1,target,NA
2,16727,Recall,test,42,test,blicket,filler,NA,lamp,0,foil1,NA
2,16727,Recall,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,16727,Recall,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,16727,Recall,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,Tried to form associations to pictures that were seem multiple times throughout the experiment that were shown with the same word.
2,16727,Recall,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,No
2,16727,Recall,debrief,Other,NA,NA,NA,NA,NA,NA,NA,No
2,88116,Confirm,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,88116,Confirm,learning,2,1,heek,filler,NA,mitt,0,foil1,NA
2,88116,Confirm,learning,3,1,kuabid,target,NA,orchid,1,target,NA
2,88116,Confirm,learning,4,1,yate,one-shot,NA,chair,1,target,NA
2,88116,Confirm,learning,5,2,kuabid,target,NA,orchid,1,target,NA
2,88116,Confirm,learning,6,1,dax,target,NA,camera,1,target,NA
2,88116,Confirm,learning,7,1,fendle,one-shot,NA,drum,1,target,NA
2,88116,Confirm,learning,8,2,dax,target,NA,camera,1,target,NA
2,88116,Confirm,learning,9,1,smick,target,NA,bat,1,target,NA
2,88116,Confirm,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,88116,Confirm,learning,11,2,smick,target,NA,bat,1,target,NA
2,88116,Confirm,learning,12,1,channer,target,NA,mouse,1,target,NA
2,88116,Confirm,learning,13,1,zum,one-shot,NA,saw,1,target,NA
2,88116,Confirm,learning,14,2,channer,target,NA,mouse,1,target,NA
2,88116,Confirm,learning,15,1,toma,filler,NA,paperclip,0,foil1,NA
2,88116,Confirm,learning,16,1,ruftin,filler,NA,racket,0,foil1,NA
2,88116,Confirm,learning,17,1,nortle,filler,NA,keyboard,0,foil1,NA
2,88116,Confirm,learning,18,3,kuabid,target,NA,orchid,1,target,NA
2,88116,Confirm,learning,19,1,blicket,filler,NA,screwdriver,0,foil1,NA
2,88116,Confirm,learning,20,3,dax,target,NA,camera,1,target,NA
2,88116,Confirm,learning,21,2,plyder,filler,NA,plane,0,foil2,NA
2,88116,Confirm,learning,22,2,heek,filler,NA,notebook,1,target,NA
2,88116,Confirm,learning,23,2,toma,filler,NA,skateboard,1,target,NA
2,88116,Confirm,learning,24,3,smick,target,NA,bat,1,target,NA
2,88116,Confirm,learning,25,2,ruftin,filler,NA,guitar,0,foil2,NA
2,88116,Confirm,learning,26,3,channer,target,NA,mouse,1,target,NA
2,88116,Confirm,learning,27,2,nortle,filler,NA,sandwich,1,target,NA
2,88116,Confirm,learning,28,2,blicket,filler,NA,harp,1,target,NA
2,88116,Confirm,test,29,test,kuabid,target,NA,orchid,1,target,NA
2,88116,Confirm,test,30,test,dax,target,NA,camera,1,target,NA
2,88116,Confirm,test,31,test,smick,target,NA,bat,1,target,NA
2,88116,Confirm,test,32,test,channer,target,NA,mouse,1,target,NA
2,88116,Confirm,test,33,test,yate,one-shot,NA,chair,1,target,NA
2,88116,Confirm,test,34,test,fendle,one-shot,NA,drum,1,target,NA
2,88116,Confirm,test,35,test,mipen,one-shot,NA,flute,1,target,NA
2,88116,Confirm,test,36,test,zum,one-shot,NA,saw,1,target,NA
2,88116,Confirm,test,37,test,plyder,filler,NA,screwdriver,0,foil3,NA
2,88116,Confirm,test,38,test,heek,filler,NA,notebook,1,target,NA
2,88116,Confirm,test,39,test,toma,filler,NA,chair,0,foil3,NA
2,88116,Confirm,test,40,test,ruftin,filler,NA,racket,0,foil1,NA
2,88116,Confirm,test,41,test,nortle,filler,NA,sandwich,0,foil1,NA
2,88116,Confirm,test,42,test,blicket,filler,NA,screwdriver,0,foil1,NA
2,88116,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,88116,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,88116,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,Memorizing the pictures and repeating words to pictures.
2,88116,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,No%2C I did not.
2,88116,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,63682,Recall,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,63682,Recall,learning,2,1,heek,filler,NA,mitt,0,foil1,NA
2,63682,Recall,learning,3,1,kuabid,target,NA,bed,1,target,NA
2,63682,Recall,learning,4,1,yate,one-shot,NA,helmet,1,target,NA
2,63682,Recall,learning,5,2,kuabid,target,NA,bed,0,NA,NA
2,63682,Recall,learning,6,1,dax,target,NA,bookcase,1,target,NA
2,63682,Recall,learning,7,1,fendle,one-shot,NA,pliers,1,target,NA
2,63682,Recall,learning,8,2,dax,target,NA,bookcase,0,NA,NA
2,63682,Recall,learning,9,1,smick,target,NA,bat,1,target,NA
2,63682,Recall,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,63682,Recall,learning,11,2,smick,target,NA,bat,0,NA,NA
2,63682,Recall,learning,12,1,channer,target,NA,clarinet,1,target,NA
2,63682,Recall,learning,13,1,zum,one-shot,NA,hat,1,target,NA
2,63682,Recall,learning,14,2,channer,target,NA,clarinet,0,NA,NA
2,63682,Recall,learning,15,1,toma,filler,NA,paperclip,0,foil1,NA
2,63682,Recall,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
2,63682,Recall,learning,17,1,nortle,filler,NA,pencil,0,foil1,NA
