experiment,id,condition,phase,item,exposure,word,word_type,target_referent,selected_object,target_selected,selection,input
2,32561,Confirm,test,34,test,fendle,one-shot,NA,saw,0,foil3,NA
2,32561,Confirm,test,35,test,mipen,one-shot,NA,flute,0,foil1,NA
2,32561,Confirm,test,36,test,zum,one-shot,NA,acorn,0,foil3,NA
2,32561,Confirm,test,37,test,plyder,filler,NA,car,0,foil1,NA
2,32561,Confirm,test,38,test,heek,filler,NA,pineapple,0,foil1,NA
2,32561,Confirm,test,39,test,toma,filler,NA,harp,0,foil2,NA
2,32561,Confirm,test,40,test,ruftin,filler,NA,pinecone,0,foil1,NA
2,32561,Confirm,test,41,test,nortle,filler,NA,sandwich,1,target,NA
2,32561,Confirm,test,42,test,blicket,filler,NA,hammer,0,foil3,NA
2,32561,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,32561,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,32561,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,I tried to match the words with pictures that looked like the sound
2,32561,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,No
2,32561,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,83266,Confirm,learning,1,1,plyder,filler,NA,acorn,0,foil1,NA
2,83266,Confirm,learning,2,1,heek,filler,NA,mitt,0,foil1,NA
2,83266,Confirm,learning,3,1,kuabid,target,NA,orchid,1,target,NA
2,83266,Confirm,learning,4,1,yate,one-shot,NA,helmet,1,target,NA
2,83266,Confirm,learning,5,2,kuabid,target,NA,orchid,1,target,NA
2,83266,Confirm,learning,6,1,dax,target,NA,bookcase,1,target,NA
2,83266,Confirm,learning,7,1,fendle,one-shot,NA,drum,1,target,NA
2,83266,Confirm,learning,8,2,dax,target,NA,bookcase,1,target,NA
2,83266,Confirm,learning,9,1,smick,target,NA,hammer,1,target,NA
2,83266,Confirm,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,83266,Confirm,learning,11,2,smick,target,NA,hammer,1,target,NA
2,83266,Confirm,learning,12,1,channer,target,NA,clarinet,1,target,NA
2,83266,Confirm,learning,13,1,zum,one-shot,NA,palm,1,target,NA
2,83266,Confirm,learning,14,2,channer,target,NA,clarinet,1,target,NA
2,83266,Confirm,learning,15,1,toma,filler,NA,paperclip,0,foil1,NA
2,83266,Confirm,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
2,83266,Confirm,learning,17,1,nortle,filler,NA,sandwich,0,foil1,NA
2,83266,Confirm,learning,18,3,kuabid,target,NA,orchid,1,target,NA
2,83266,Confirm,learning,19,1,blicket,filler,NA,harp,0,foil1,NA
2,83266,Confirm,learning,20,3,dax,target,NA,bookcase,1,target,NA
2,83266,Confirm,learning,21,2,plyder,filler,NA,dresser,0,foil2,NA
2,83266,Confirm,learning,22,2,heek,filler,NA,racket,0,foil2,NA
2,83266,Confirm,learning,23,2,toma,filler,NA,screwdriver,0,foil2,NA
2,83266,Confirm,learning,24,3,smick,target,NA,hammer,1,target,NA
2,83266,Confirm,learning,25,2,ruftin,filler,NA,phone,0,foil2,NA
2,83266,Confirm,learning,26,3,channer,target,NA,clarinet,1,target,NA
2,83266,Confirm,learning,27,2,nortle,filler,NA,screwdriver,0,foil2,NA
2,83266,Confirm,learning,28,2,blicket,filler,NA,racket,0,foil2,NA
2,83266,Confirm,test,29,test,kuabid,target,NA,orchid,1,target,NA
2,83266,Confirm,test,30,test,dax,target,NA,bookcase,1,target,NA
2,83266,Confirm,test,31,test,smick,target,NA,hammer,1,target,NA
2,83266,Confirm,test,32,test,channer,target,NA,clarinet,1,target,NA
2,83266,Confirm,test,33,test,yate,one-shot,NA,helmet,1,target,NA
2,83266,Confirm,test,34,test,fendle,one-shot,NA,pliers,0,foil1,NA
2,83266,Confirm,test,35,test,mipen,one-shot,NA,flute,1,target,NA
2,83266,Confirm,test,36,test,zum,one-shot,NA,palm,1,target,NA
2,83266,Confirm,test,37,test,plyder,filler,NA,pliers,0,foil3,NA
2,83266,Confirm,test,38,test,heek,filler,NA,paperclip,0,foil3,NA
2,83266,Confirm,test,39,test,toma,filler,NA,screwdriver,0,foil2,NA
2,83266,Confirm,test,40,test,ruftin,filler,NA,pinecone,0,foil1,NA
2,83266,Confirm,test,41,test,nortle,filler,NA,acorn,0,foil3,NA
2,83266,Confirm,test,42,test,blicket,filler,NA,hammer,0,foil3,NA
2,83266,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,yes
2,83266,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,83266,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,I hear each word several times. I compared the similarity between each set and found the one that reoccur all the time.
2,83266,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,No
2,83266,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,74171,Recall,learning,1,1,plyder,filler,NA,acorn,0,foil1,NA
2,74171,Recall,learning,2,1,heek,filler,NA,pineapple,0,foil1,NA
2,74171,Recall,learning,3,1,kuabid,target,NA,apple,1,target,NA
2,74171,Recall,learning,4,1,yate,one-shot,NA,glove,1,target,NA
2,74171,Recall,learning,5,2,kuabid,target,NA,0,0,NA,NA
2,74171,Recall,learning,6,1,dax,target,NA,bookcase,1,target,NA
2,74171,Recall,learning,7,1,fendle,one-shot,NA,pliers,1,target,NA
2,74171,Recall,learning,8,2,dax,target,NA,0,0,NA,NA
2,74171,Recall,learning,9,1,smick,target,NA,hammer,1,target,NA
2,74171,Recall,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,74171,Recall,learning,11,2,smick,target,NA,0,0,NA,NA
2,74171,Recall,learning,12,1,channer,target,NA,mouse,1,target,NA
2,74171,Recall,learning,13,1,zum,one-shot,NA,desk,1,target,NA
2,74171,Recall,learning,14,2,channer,target,NA,0,0,NA,NA
2,74171,Recall,learning,15,1,toma,filler,NA,dresser,0,foil1,NA
2,74171,Recall,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
2,74171,Recall,learning,17,1,nortle,filler,NA,keyboard,0,foil1,NA
2,74171,Recall,learning,18,3,kuabid,target,NA,0,0,NA,NA
2,74171,Recall,learning,19,1,blicket,filler,NA,lamp,0,foil1,NA
2,74171,Recall,learning,20,3,dax,target,NA,0,0,NA,NA
2,74171,Recall,learning,21,2,plyder,filler,NA,headphone,1,target,NA
2,74171,Recall,learning,22,2,heek,filler,NA,guitar,0,foil2,NA
2,74171,Recall,learning,23,2,toma,filler,NA,cookie,0,foil2,NA
2,74171,Recall,learning,24,3,smick,target,NA,0,0,NA,NA
2,74171,Recall,learning,25,2,ruftin,filler,NA,screwdriver,0,foil2,NA
2,74171,Recall,learning,26,3,channer,target,NA,0,0,NA,NA
2,74171,Recall,learning,27,2,nortle,filler,NA,sandwich,1,target,NA
2,74171,Recall,learning,28,2,blicket,filler,NA,banana,0,foil2,NA
2,74171,Recall,test,29,test,kuabid,target,NA,bed,0,foil1,NA
2,74171,Recall,test,30,test,dax,target,NA,bookcase,1,target,NA
2,74171,Recall,test,31,test,smick,target,NA,cookie,0,foil3,NA
2,74171,Recall,test,32,test,channer,target,NA,mouse,1,target,NA
2,74171,Recall,test,33,test,yate,one-shot,NA,eraser,0,foil1,NA
2,74171,Recall,test,34,test,fendle,one-shot,NA,mitt,0,foil3,NA
2,74171,Recall,test,35,test,mipen,one-shot,NA,notebook,0,foil2,NA
2,74171,Recall,test,36,test,zum,one-shot,NA,harp,0,foil2,NA
2,74171,Recall,test,37,test,plyder,filler,NA,cookie,0,foil1,NA
2,74171,Recall,test,38,test,heek,filler,NA,pineapple,0,foil1,NA
2,74171,Recall,test,39,test,toma,filler,NA,harp,0,foil2,NA
2,74171,Recall,test,40,test,ruftin,filler,NA,pinecone,0,foil1,NA
2,74171,Recall,test,41,test,nortle,filler,NA,keyboard,0,foil1,NA
2,74171,Recall,test,42,test,blicket,filler,NA,lamp,0,foil1,NA
2,74171,Recall,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,74171,Recall,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,74171,Recall,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,The group it was in before and the word it was associated with.
2,74171,Recall,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,No
2,74171,Recall,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,67322,Confirm,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,67322,Confirm,learning,2,1,heek,filler,NA,notebook,0,foil1,NA
2,67322,Confirm,learning,3,1,kuabid,target,NA,orchid,1,target,NA
2,67322,Confirm,learning,4,1,yate,one-shot,NA,chair,1,target,NA
2,67322,Confirm,learning,5,2,kuabid,target,NA,orchid,1,target,NA
2,67322,Confirm,learning,6,1,dax,target,NA,bag,1,target,NA
2,67322,Confirm,learning,7,1,fendle,one-shot,NA,rose,1,target,NA
2,67322,Confirm,learning,8,2,dax,target,NA,bag,1,target,NA
2,67322,Confirm,learning,9,1,smick,target,NA,hammer,1,target,NA
2,67322,Confirm,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,67322,Confirm,learning,11,2,smick,target,NA,hammer,1,target,NA
2,67322,Confirm,learning,12,1,channer,target,NA,clarinet,1,target,NA
2,67322,Confirm,learning,13,1,zum,one-shot,NA,palm,1,target,NA
2,67322,Confirm,learning,14,2,channer,target,NA,clarinet,1,target,NA
2,67322,Confirm,learning,15,1,toma,filler,NA,paperclip,0,foil1,NA
2,67322,Confirm,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
2,67322,Confirm,learning,17,1,nortle,filler,NA,guitar,0,foil1,NA
2,67322,Confirm,learning,18,3,kuabid,target,NA,orchid,1,target,NA
2,67322,Confirm,learning,19,1,blicket,filler,NA,screwdriver,0,foil1,NA
2,67322,Confirm,learning,20,3,dax,target,NA,bag,1,target,NA
2,67322,Confirm,learning,21,2,plyder,filler,NA,pineapple,0,foil2,NA
2,67322,Confirm,learning,22,2,heek,filler,NA,scissors,1,target,NA
2,67322,Confirm,learning,23,2,toma,filler,NA,skateboard,1,target,NA
2,67322,Confirm,learning,24,3,smick,target,NA,hammer,1,target,NA
2,67322,Confirm,learning,25,2,ruftin,filler,NA,keyboard,0,foil2,NA
2,67322,Confirm,learning,26,3,channer,target,NA,clarinet,1,target,NA
2,67322,Confirm,learning,27,2,nortle,filler,NA,camera,0,foil2,NA
2,67322,Confirm,learning,28,2,blicket,filler,NA,racket,0,foil2,NA
2,67322,Confirm,test,29,test,kuabid,target,NA,orchid,1,target,NA
2,67322,Confirm,test,30,test,dax,target,NA,bag,1,target,NA
2,67322,Confirm,test,31,test,smick,target,NA,hammer,1,target,NA
2,67322,Confirm,test,32,test,channer,target,NA,clarinet,1,target,NA
2,67322,Confirm,test,33,test,yate,one-shot,NA,chair,1,target,NA
2,67322,Confirm,test,34,test,fendle,one-shot,NA,rose,1,target,NA
2,67322,Confirm,test,35,test,mipen,one-shot,NA,flute,1,target,NA
2,67322,Confirm,test,36,test,zum,one-shot,NA,palm,1,target,NA
2,67322,Confirm,test,37,test,plyder,filler,NA,car,0,foil1,NA
2,67322,Confirm,test,38,test,heek,filler,NA,paperclip,0,foil3,NA
2,67322,Confirm,test,39,test,toma,filler,NA,pinecone,0,foil3,NA
2,67322,Confirm,test,40,test,ruftin,filler,NA,racket,0,foil1,NA
2,67322,Confirm,test,41,test,nortle,filler,NA,guitar,0,foil1,NA
2,67322,Confirm,test,42,test,blicket,filler,NA,hammer,0,foil3,NA
2,67322,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,yes
2,67322,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,67322,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,I tried to connect the sounds of words to an item. Each word gave me an image in my mind and I just picked the closest thing to that item.
2,67322,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,I did not
2,67322,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,none!
2,74621,Recall,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,74621,Recall,learning,2,1,heek,filler,NA,pineapple,0,foil1,NA
2,74621,Recall,learning,3,1,kuabid,target,NA,orchid,1,target,NA
2,74621,Recall,learning,4,1,yate,one-shot,NA,eraser,1,target,NA
2,74621,Recall,learning,5,2,kuabid,target,NA,0,0,NA,NA
2,74621,Recall,learning,6,1,dax,target,NA,camera,1,target,NA
2,74621,Recall,learning,7,1,fendle,one-shot,NA,broccoli,1,target,NA
2,74621,Recall,learning,8,2,dax,target,NA,0,0,NA,NA
2,74621,Recall,learning,9,1,smick,target,NA,hammer,1,target,NA
2,74621,Recall,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,74621,Recall,learning,11,2,smick,target,NA,0,0,NA,NA
2,74621,Recall,learning,12,1,channer,target,NA,mouse,1,target,NA
2,74621,Recall,learning,13,1,zum,one-shot,NA,saw,1,target,NA
2,74621,Recall,learning,14,2,channer,target,NA,0,0,NA,NA
2,74621,Recall,learning,15,1,toma,filler,NA,pants,0,foil1,NA
2,74621,Recall,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
2,74621,Recall,learning,17,1,nortle,filler,NA,keyboard,0,foil1,NA
2,74621,Recall,learning,18,3,kuabid,target,NA,0,0,NA,NA
2,74621,Recall,learning,19,1,blicket,filler,NA,lamp,0,foil1,NA
2,74621,Recall,learning,20,3,dax,target,NA,0,0,NA,NA
2,74621,Recall,learning,21,2,plyder,filler,NA,skateboard,0,foil2,NA
2,74621,Recall,learning,22,2,heek,filler,NA,mitt,1,target,NA
2,74621,Recall,learning,23,2,toma,filler,NA,headphone,0,foil2,NA
2,74621,Recall,learning,24,3,smick,target,NA,0,0,NA,NA
2,74621,Recall,learning,25,2,ruftin,filler,NA,screwdriver,0,foil2,NA
2,74621,Recall,learning,26,3,channer,target,NA,0,0,NA,NA
2,74621,Recall,learning,27,2,nortle,filler,NA,bag,0,foil2,NA
2,74621,Recall,learning,28,2,blicket,filler,NA,racket,0,foil2,NA
2,74621,Recall,test,29,test,kuabid,target,NA,orchid,1,target,NA
2,74621,Recall,test,30,test,dax,target,NA,camera,1,target,NA
2,74621,Recall,test,31,test,smick,target,NA,hammer,1,target,NA
2,74621,Recall,test,32,test,channer,target,NA,screwdriver,0,foil2,NA
2,74621,Recall,test,33,test,yate,one-shot,NA,eraser,1,target,NA
2,74621,Recall,test,34,test,fendle,one-shot,NA,pliers,0,foil1,NA
2,74621,Recall,test,35,test,mipen,one-shot,NA,flute,1,target,NA
2,74621,Recall,test,36,test,zum,one-shot,NA,saw,1,target,NA
2,74621,Recall,test,37,test,plyder,filler,NA,car,0,foil1,NA
2,74621,Recall,test,38,test,heek,filler,NA,mitt,1,target,NA
2,74621,Recall,test,39,test,toma,filler,NA,pants,0,foil1,NA
2,74621,Recall,test,40,test,ruftin,filler,NA,pinecone,0,foil1,NA
2,74621,Recall,test,41,test,nortle,filler,NA,keyboard,0,foil1,NA
2,74621,Recall,test,42,test,blicket,filler,NA,lamp,0,foil1,NA
2,74621,Recall,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,74621,Recall,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,74621,Recall,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,74621,Recall,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,NO
2,74621,Recall,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,reading%2C listening to others speak the language
2,52781,Confirm,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,52781,Confirm,learning,2,1,heek,filler,NA,mitt,0,foil1,NA
2,52781,Confirm,learning,3,1,kuabid,target,NA,orchid,1,target,NA
2,52781,Confirm,learning,4,1,yate,one-shot,NA,eraser,1,target,NA
2,52781,Confirm,learning,5,2,kuabid,target,NA,acorn,0,foil2,NA
2,52781,Confirm,learning,6,1,dax,target,NA,bike,1,target,NA
2,52781,Confirm,learning,7,1,fendle,one-shot,NA,drum,1,target,NA
2,52781,Confirm,learning,8,2,dax,target,NA,bike,1,target,NA
2,52781,Confirm,learning,9,1,smick,target,NA,hammer,1,target,NA
2,52781,Confirm,learning,10,1,mipen,one-shot,NA,bus,1,target,NA
2,52781,Confirm,learning,11,2,smick,target,NA,hammer,1,target,NA
2,52781,Confirm,learning,12,1,channer,target,NA,clarinet,1,target,NA
2,52781,Confirm,learning,13,1,zum,one-shot,NA,palm,1,target,NA
2,52781,Confirm,learning,14,2,channer,target,NA,clarinet,1,target,NA
2,52781,Confirm,learning,15,1,toma,filler,NA,dresser,0,foil1,NA
2,52781,Confirm,learning,16,1,ruftin,filler,NA,racket,0,foil1,NA
2,52781,Confirm,learning,17,1,nortle,filler,NA,keyboard,0,foil1,NA
2,52781,Confirm,learning,18,3,kuabid,target,NA,orchid,1,target,NA
2,52781,Confirm,learning,19,1,blicket,filler,NA,phone,0,foil1,NA
2,52781,Confirm,learning,20,3,dax,target,NA,bike,1,target,NA
2,52781,Confirm,learning,21,2,plyder,filler,NA,scissors,0,foil2,NA
2,52781,Confirm,learning,22,2,heek,filler,NA,guitar,0,foil2,NA
2,52781,Confirm,learning,23,2,toma,filler,NA,headphone,0,foil2,NA
2,52781,Confirm,learning,24,3,smick,target,NA,pencil,0,foil3,NA
2,52781,Confirm,learning,25,2,ruftin,filler,NA,harp,0,foil2,NA
2,52781,Confirm,learning,26,3,channer,target,NA,clarinet,1,target,NA
2,52781,Confirm,learning,27,2,nortle,filler,NA,bookcase,0,foil2,NA
2,52781,Confirm,learning,28,2,blicket,filler,NA,screwdriver,1,target,NA
2,52781,Confirm,test,29,test,kuabid,target,NA,orchid,1,target,NA
2,52781,Confirm,test,30,test,dax,target,NA,bike,1,target,NA
2,52781,Confirm,test,31,test,smick,target,NA,hammer,1,target,NA
2,52781,Confirm,test,32,test,channer,target,NA,clarinet,1,target,NA
2,52781,Confirm,test,33,test,yate,one-shot,NA,plane,0,foil2,NA
2,52781,Confirm,test,34,test,fendle,one-shot,NA,headphone,0,foil3,NA
2,52781,Confirm,test,35,test,mipen,one-shot,NA,bus,1,target,NA
2,52781,Confirm,test,36,test,zum,one-shot,NA,acorn,0,foil3,NA
2,52781,Confirm,test,37,test,plyder,filler,NA,pliers,0,foil3,NA
2,52781,Confirm,test,38,test,heek,filler,NA,pineapple,0,foil1,NA
2,52781,Confirm,test,39,test,toma,filler,NA,lamp,0,foil2,NA
2,52781,Confirm,test,40,test,ruftin,filler,NA,racket,0,foil1,NA
2,52781,Confirm,test,41,test,nortle,filler,NA,keyboard,0,foil1,NA
2,52781,Confirm,test,42,test,blicket,filler,NA,harp,0,foil1,NA
2,52781,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,yes
2,52781,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,52781,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,Yordle became the keyboard for me because it reminded me of Wordle and you use a keyboard to type when playing Wordle; I distinctly remember classifying words on how they sounded (what letters did they start with%2C phonics) to objects like acorn and Orchid
2,52781,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,No
2,52781,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA
2,28902,Recall,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,28902,Recall,learning,2,1,heek,filler,NA,pineapple,0,foil1,NA
2,28902,Recall,learning,3,1,kuabid,target,NA,orchid,1,target,NA
2,28902,Recall,learning,4,1,yate,one-shot,NA,chair,1,target,NA
2,28902,Recall,learning,5,2,kuabid,target,NA,0,0,NA,NA
2,28902,Recall,learning,6,1,dax,target,NA,bookcase,1,target,NA
2,28902,Recall,learning,7,1,fendle,one-shot,NA,broccoli,1,target,NA
2,28902,Recall,learning,8,2,dax,target,NA,0,0,NA,NA
2,28902,Recall,learning,9,1,smick,target,NA,hammer,1,target,NA
2,28902,Recall,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,28902,Recall,learning,11,2,smick,target,NA,0,0,NA,NA
2,28902,Recall,learning,12,1,channer,target,NA,clover,1,target,NA
2,28902,Recall,learning,13,1,zum,one-shot,NA,saw,1,target,NA
2,28902,Recall,learning,14,2,channer,target,NA,0,0,NA,NA
2,28902,Recall,learning,15,1,toma,filler,NA,skateboard,0,foil1,NA
2,28902,Recall,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
2,28902,Recall,learning,17,1,nortle,filler,NA,keyboard,0,foil1,NA
2,28902,Recall,learning,18,3,kuabid,target,NA,0,0,NA,NA
2,28902,Recall,learning,19,1,blicket,filler,NA,screwdriver,0,foil1,NA
2,28902,Recall,learning,20,3,dax,target,NA,0,0,NA,NA
2,28902,Recall,learning,21,2,plyder,filler,NA,notebook,0,foil2,NA
2,28902,Recall,learning,22,2,heek,filler,NA,mitt,1,target,NA
2,28902,Recall,learning,23,2,toma,filler,NA,banana,0,foil2,NA
2,28902,Recall,learning,24,3,smick,target,NA,0,0,NA,NA
2,28902,Recall,learning,25,2,ruftin,filler,NA,guitar,0,foil2,NA
2,28902,Recall,learning,26,3,channer,target,NA,0,0,NA,NA
2,28902,Recall,learning,27,2,nortle,filler,NA,paperclip,0,foil2,NA
2,28902,Recall,learning,28,2,blicket,filler,NA,racket,0,foil2,NA
2,28902,Recall,test,29,test,kuabid,target,NA,orchid,1,target,NA
2,28902,Recall,test,30,test,dax,target,NA,bookcase,1,target,NA
2,28902,Recall,test,31,test,smick,target,NA,hammer,1,target,NA
2,28902,Recall,test,32,test,channer,target,NA,clover,1,target,NA
2,28902,Recall,test,33,test,yate,one-shot,NA,chair,1,target,NA
2,28902,Recall,test,34,test,fendle,one-shot,NA,broccoli,1,target,NA
2,28902,Recall,test,35,test,mipen,one-shot,NA,flute,1,target,NA
2,28902,Recall,test,36,test,zum,one-shot,NA,saw,1,target,NA
2,28902,Recall,test,37,test,plyder,filler,NA,car,0,foil1,NA
2,28902,Recall,test,38,test,heek,filler,NA,pineapple,0,foil1,NA
2,28902,Recall,test,39,test,toma,filler,NA,banana,0,foil2,NA
2,28902,Recall,test,40,test,ruftin,filler,NA,pinecone,0,foil1,NA
2,28902,Recall,test,41,test,nortle,filler,NA,keyboard,0,foil1,NA
2,28902,Recall,test,42,test,blicket,filler,NA,screwdriver,0,foil1,NA
2,28902,Recall,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,yes
2,28902,Recall,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,28902,Recall,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,repetition%2C asking questions
2,28902,Recall,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,I associated the given word with the first real English or Spanish word that came to my head.
2,28902,Recall,debrief,Other,NA,NA,NA,NA,NA,NA,NA,sometimes the word would play%2C and the curtains were closed.
2,60181,Recall,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,60181,Recall,learning,2,1,heek,filler,NA,scissors,0,foil1,NA
2,60181,Recall,learning,3,1,kuabid,target,NA,bed,1,target,NA
2,60181,Recall,learning,4,1,yate,one-shot,NA,glove,1,target,NA
2,60181,Recall,learning,5,2,kuabid,target,NA,0,0,NA,NA
2,60181,Recall,learning,6,1,dax,target,NA,bookcase,1,target,NA
2,60181,Recall,learning,7,1,fendle,one-shot,NA,pliers,1,target,NA
2,60181,Recall,learning,8,2,dax,target,NA,0,0,NA,NA
2,60181,Recall,learning,9,1,smick,target,NA,hammer,1,target,NA
2,60181,Recall,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,60181,Recall,learning,11,2,smick,target,NA,0,0,NA,NA
2,60181,Recall,learning,12,1,channer,target,NA,clover,1,target,NA
2,60181,Recall,learning,13,1,zum,one-shot,NA,palm,1,target,NA
2,60181,Recall,learning,14,2,channer,target,NA,0,0,NA,NA
2,60181,Recall,learning,15,1,toma,filler,NA,dresser,0,foil1,NA
2,60181,Recall,learning,16,1,ruftin,filler,NA,racket,0,foil1,NA
2,60181,Recall,learning,17,1,nortle,filler,NA,keyboard,0,foil1,NA
2,60181,Recall,learning,18,3,kuabid,target,NA,0,0,NA,NA
2,60181,Recall,learning,19,1,blicket,filler,NA,phone,0,foil1,NA
2,60181,Recall,learning,20,3,dax,target,NA,0,0,NA,NA
2,60181,Recall,learning,21,2,plyder,filler,NA,plane,0,foil2,NA
2,60181,Recall,learning,22,2,heek,filler,NA,shoe,0,foil2,NA
2,60181,Recall,learning,23,2,toma,filler,NA,headphone,0,foil2,NA
2,60181,Recall,learning,24,3,smick,target,NA,0,0,NA,NA
2,60181,Recall,learning,25,2,ruftin,filler,NA,pinecone,1,target,NA
2,60181,Recall,learning,26,3,channer,target,NA,0,0,NA,NA
2,60181,Recall,learning,27,2,nortle,filler,NA,sandwich,1,target,NA
2,60181,Recall,learning,28,2,blicket,filler,NA,screwdriver,1,target,NA
2,60181,Recall,test,29,test,kuabid,target,NA,bed,1,target,NA
2,60181,Recall,test,30,test,dax,target,NA,bookcase,1,target,NA
2,60181,Recall,test,31,test,smick,target,NA,hammer,1,target,NA
2,60181,Recall,test,32,test,channer,target,NA,clover,1,target,NA
2,60181,Recall,test,33,test,yate,one-shot,NA,glove,1,target,NA
2,60181,Recall,test,34,test,fendle,one-shot,NA,pliers,1,target,NA
2,60181,Recall,test,35,test,mipen,one-shot,NA,flute,1,target,NA
2,60181,Recall,test,36,test,zum,one-shot,NA,acorn,0,foil3,NA
2,60181,Recall,test,37,test,plyder,filler,NA,plane,0,foil2,NA
2,60181,Recall,test,38,test,heek,filler,NA,pineapple,1,target,NA
2,60181,Recall,test,39,test,toma,filler,NA,glove,0,foil3,NA
2,60181,Recall,test,40,test,ruftin,filler,NA,pinecone,1,target,NA
2,60181,Recall,test,41,test,nortle,filler,NA,sandwich,1,target,NA
2,60181,Recall,test,42,test,blicket,filler,NA,screwdriver,1,target,NA
2,60181,Recall,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,no
2,60181,Recall,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,My data is good
2,60181,Recall,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,Associating word with picture and remembering what was associated
2,60181,Recall,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,No%2C I didn't but that would have been smart.
2,60181,Recall,debrief,Other,NA,NA,NA,NA,NA,NA,NA,No%2C it was actually kind of entertaining.
2,35827,Recall,learning,1,1,plyder,filler,NA,car,0,foil1,NA
2,35827,Recall,learning,2,1,heek,filler,NA,scissors,0,foil1,NA
2,35827,Recall,learning,3,1,kuabid,target,NA,ball,1,target,NA
2,35827,Recall,learning,4,1,yate,one-shot,NA,eraser,1,target,NA
2,35827,Recall,learning,5,2,kuabid,target,NA,0,0,NA,NA
2,35827,Recall,learning,6,1,dax,target,NA,bookcase,1,target,NA
2,35827,Recall,learning,7,1,fendle,one-shot,NA,rose,1,target,NA
2,35827,Recall,learning,8,2,dax,target,NA,0,0,NA,NA
2,35827,Recall,learning,9,1,smick,target,NA,bat,1,target,NA
2,35827,Recall,learning,10,1,mipen,one-shot,NA,flute,1,target,NA
2,35827,Recall,learning,11,2,smick,target,NA,0,0,NA,NA
2,35827,Recall,learning,12,1,channer,target,NA,clover,1,target,NA
2,35827,Recall,learning,13,1,zum,one-shot,NA,hat,1,target,NA
2,35827,Recall,learning,14,2,channer,target,NA,0,0,NA,NA
2,35827,Recall,learning,15,1,toma,filler,NA,skateboard,0,foil1,NA
2,35827,Recall,learning,16,1,ruftin,filler,NA,pinecone,0,foil1,NA
