Results.reception.time,id,condition,phase,PennElementName,item,exposure,word,word_type,target_selection,target_typed,target_typed_edited,target_superordinate_typed,target_superordinate_selected,selected_object,Value,edited_value,typed_matches_guess_exactly,superordinate_selection,superordinate,typed_matches_guess_super,target_selected,selection,Comments
1702317164,12373,Confirm,learning,learning_selector,15,1,toma,Foil,skateboard,foil,foil,other,super-stationery,paperclip,obj2_1,NA,NA,super-stationery,NA,0,0,foil1,obj2_1;obj4_1;obj3_1;obj1_1
1702317164,12373,Confirm,learning,input,15,1,toma,Foil,skateboard,foil,foil,other,super-stationery,paperclip,Paperclip,paperclip,1,super-stationery,super-stationery,1,0,foil1,NULL
1702317164,12373,Confirm,learning,learning_selector,16,1,ruftin,Foil,plane,foil,foil,other,super-plant,pinecone,obj3_1,NA,NA,super-plant,NA,0,0,foil1,obj2_1;obj3_1;obj1_1;obj4_1
1702317164,12373,Confirm,learning,input,16,1,ruftin,Foil,plane,foil,foil,other,super-plant,pinecone,Pinecone,pinecone,1,super-plant,super-plant,1,0,foil1,NULL
1702317164,12373,Confirm,learning,learning_selector,17,1,nortle,Foil,keyboard,foil,foil,other,super-stationery,pencil,obj3_1,NA,NA,super-stationery,NA,0,0,foil1,obj1_1;obj2_1;obj4_1;obj3_1
1702317164,12373,Confirm,learning,input,17,1,nortle,Foil,keyboard,foil,foil,other,super-stationery,pencil,Pencil,pencil,1,super-stationery,super-stationery,1,0,foil1,NULL
1702317164,12373,Confirm,learning,learning_selector,18,3,kuabid,Target,bed,Bed,bed,super-furniture,super-furniture,bed,obj1_3,NA,NA,super-furniture,NA,0,1,target,obj3_4;obj2_4;obj4_2;obj1_3
1702317164,12373,Confirm,learning,input,18,3,kuabid,Target,bed,Bed,bed,super-furniture,super-furniture,bed,Bed,bed,1,super-furniture,super-furniture,1,1,target,NULL
1702317164,12373,Confirm,learning,learning_selector,19,1,blicket,Foil,harp,foil,foil,other,super-tool,screwdriver,obj3_1,NA,NA,super-tool,NA,0,0,foil1,obj3_1;obj4_1;obj1_1;obj2_1
1702317164,12373,Confirm,learning,input,19,1,blicket,Foil,harp,foil,foil,other,super-tool,screwdriver,Screw,screwdriver,1,super-tool,super-tool,1,0,foil1,NULL
1702317164,12373,Confirm,learning,learning_selector,20,3,dax,Target,camera,Camera,camera,super-electronic,super-electronic,camera,obj1_4,NA,NA,super-electronic,NA,0,1,target,obj4_3;obj1_4;obj3_2;obj2_4
1702317164,12373,Confirm,learning,input,20,3,dax,Target,camera,Camera,camera,super-electronic,super-electronic,camera,Camera,camera,1,super-electronic,super-electronic,1,1,target,NULL
1702317164,12373,Confirm,learning,learning_selector,21,2,plyder,Foil,cookie,foil,foil,other,super-vehicle,cookie,obj1_3,NA,NA,super-food,NA,0,1,target,obj3_1;obj4_2;obj2_3;obj1_3
1702317164,12373,Confirm,learning,input,21,2,plyder,Foil,cookie,foil,foil,other,super-vehicle,cookie,Cookie,cookie,1,super-food,super-food,1,1,target,NULL
1702317164,12373,Confirm,learning,learning_selector,22,2,heek,Foil,mitt,foil,foil,other,super-food,racket,obj3_3,NA,NA,super-sports,NA,0,0,foil2,obj4_3;obj3_3;obj1_1;obj2_2
1702317164,12373,Confirm,learning,input,22,2,heek,Foil,mitt,foil,foil,other,super-food,racket,Racket,racket,1,super-sports,super-sports,1,0,foil2,NULL
1702317164,12373,Confirm,learning,learning_selector,23,2,toma,Foil,skateboard,foil,foil,other,super-stationery,skateboard,obj1_2,NA,NA,super-vehicle,NA,0,1,target,obj1_2;obj4_3;obj2_3;obj3_3
1702317164,12373,Confirm,learning,input,23,2,toma,Foil,skateboard,foil,foil,other,super-stationery,skateboard,skateboard,skateboard,1,super-vehicle,super-vehicle,1,1,target,NULL
1702317164,12373,Confirm,learning,learning_selector,24,3,smick,Target,bat,Bat,bat,super-sports,super-sports,bat,obj1_4,NA,NA,super-sports,NA,0,1,target,obj4_1;obj3_3;obj1_4;obj2_3
1702317164,12373,Confirm,learning,input,24,3,smick,Target,bat,Bat,bat,super-sports,super-sports,bat,Bat,bat,1,super-sports,super-sports,1,1,target,NULL
1702317164,12373,Confirm,learning,learning_selector,25,2,ruftin,Foil,plane,foil,foil,other,super-plant,lamp,obj3_3,NA,NA,super-furniture,NA,0,0,foil2,obj3_3;obj4_3;obj2_3;obj1_3
1702317164,12373,Confirm,learning,input,25,2,ruftin,Foil,plane,foil,foil,other,super-plant,lamp,Lamp,lamp,1,super-furniture,super-furniture,1,0,foil2,NULL
1702317164,12373,Confirm,learning,learning_selector,26,3,channer,Target,clarinet,Instrument,super-instrument,super-instrument,super-instrument,clarinet,obj1_3,NA,NA,super-instrument,NA,0,1,target,obj2_3;obj4_3;obj3_3;obj1_3
1702317164,12373,Confirm,learning,input,26,3,channer,Target,clarinet,Instrument,super-instrument,super-instrument,super-instrument,clarinet,Instrument,super-instrument,0,super-instrument,super-instrument,2,1,target,NULL
1702317164,12373,Confirm,learning,learning_selector,27,2,nortle,Foil,keyboard,foil,foil,other,super-stationery,keyboard,obj1_3,NA,NA,super-electronic,NA,0,1,target,obj2_4;obj4_2;obj3_3;obj1_3
1702317164,12373,Confirm,learning,input,27,2,nortle,Foil,keyboard,foil,foil,other,super-stationery,keyboard,Keyboard,keyboard,1,super-electronic,super-electronic,1,1,target,NULL
1702317164,12373,Confirm,learning,learning_selector,28,2,blicket,Foil,harp,foil,foil,other,super-tool,racket,obj3_3,NA,NA,super-sports,NA,0,0,foil2,obj1_3;obj2_3;obj3_3;obj4_3
1702317164,12373,Confirm,learning,input,28,2,blicket,Foil,harp,foil,foil,other,super-tool,racket,Racket,racket,1,super-sports,super-sports,1,0,foil2,NULL
1702317164,12373,Confirm,test,test_selector,29,test,kuabid,Target,bed,Bed,bed,super-furniture,super-furniture,bed,target_3,NA,NA,super-furniture,NA,0,1,target,foil1_3_3;foil1_1_3;foil3_1_4;foil3_2_3;foil3_3_1;foil2_1_3;target_3;foil1_2_3;foil2_2_4
1702317164,12373,Confirm,test,input,29,test,kuabid,Target,bed,Bed,bed,super-furniture,super-furniture,bed,Bed,bed,1,super-furniture,super-furniture,1,1,target,NULL
1702317164,12373,Confirm,test,test_selector,30,test,dax,Target,camera,Camera,camera,super-electronic,super-electronic,camera,target_4,NA,NA,super-electronic,NA,0,1,target,foil1_2_4;foil1_3_4;foil3_3_3;foil1_1_4;foil3_1_3;target_4;foil2_2_4;foil2_1_3;foil3_2_2
1702317164,12373,Confirm,test,input,30,test,dax,Target,camera,Camera,camera,super-electronic,super-electronic,camera,Camera,camera,1,super-electronic,super-electronic,1,1,target,NULL
1702317164,12373,Confirm,test,test_selector,31,test,smick,Target,bat,Bat,bat,super-sports,super-sports,bat,target_4,NA,NA,super-sports,NA,0,1,target,foil2_1_2;target_4;foil1_2_4;foil1_1_4;foil3_1_3;foil3_2_3;foil2_2_3;foil1_3_4;foil3_3_3
1702317164,12373,Confirm,test,input,31,test,smick,Target,bat,Bat,bat,super-sports,super-sports,bat,Bat,bat,1,super-sports,super-sports,1,1,target,NULL
1702317164,12373,Confirm,test,test_selector,32,test,channer,Target,clarinet,Instrument,super-instrument,super-instrument,super-instrument,clarinet,target_3,NA,NA,super-instrument,NA,0,1,target,foil1_2_3;foil3_3_2;foil1_3_3;foil2_2_3;target_3;foil3_1_4;foil1_1_3;foil3_2_3;foil2_1_3
1702317164,12373,Confirm,test,input,32,test,channer,Target,clarinet,Instrument,super-instrument,super-instrument,super-instrument,clarinet,Instrument,super-instrument,0,super-instrument,super-instrument,2,1,target,NULL
1702317164,12373,Confirm,test,test_selector,33,test,yate,One-shot,helmet,Helmut,helmet,super-sports,super-sports,saw,foil3_2_3,NA,NA,super-tool,NA,0,0,foil3,target_3;foil1_3_3;foil2_2_3;foil3_2_3;foil3_3_3;foil1_2_3;foil1_1_3;foil3_1_2;foil2_1_1
1702317164,12373,Confirm,test,input,33,test,yate,One-shot,helmet,Helmut,helmet,super-sports,super-sports,saw,saw,saw,1,super-tool,super-tool,1,0,foil3,NULL
1702317164,12373,Confirm,test,test_selector,34,test,fendle,One-shot,pliers,Pliers,pliers,super-tool,super-tool,pliers,target_3,NA,NA,super-tool,NA,0,1,target,foil3_3_3;foil2_1_3;foil2_2_3;foil1_2_3;foil1_3_3;foil3_2_1;foil3_1_3;target_3;foil1_1_3
1702317164,12373,Confirm,test,input,34,test,fendle,One-shot,pliers,Pliers,pliers,super-tool,super-tool,pliers,Pliers,pliers,1,super-tool,super-tool,1,1,target,NULL
1702317164,12373,Confirm,test,test_selector,35,test,mipen,One-shot,flute,Flute,flute,super-instrument,super-instrument,flute,target_2,NA,NA,super-instrument,NA,0,1,target,foil3_1_3;foil1_1_2;foil2_2_2;foil3_3_3;foil3_2_3;foil1_3_2;target_2;foil1_2_2;foil2_1_1
1702317164,12373,Confirm,test,input,35,test,mipen,One-shot,flute,Flute,flute,super-instrument,super-instrument,flute,Flute,flute,1,super-instrument,super-instrument,1,1,target,NULL
1702317164,12373,Confirm,test,test_selector,36,test,zum,One-shot,saw,Saw,saw,super-tool,super-tool,drum,foil3_1_3,NA,NA,super-instrument,NA,0,0,foil3,foil3_2_3;foil1_2_3;foil1_1_3;foil1_3_3;foil2_2_3;foil3_3_3;target_3;foil2_1_3;foil3_1_3
1702317164,12373,Confirm,test,input,36,test,zum,One-shot,saw,Saw,saw,super-tool,super-tool,drum,Drum,drum,1,super-instrument,super-instrument,1,0,foil3,NULL
1702317164,12373,Confirm,test,test_selector,37,test,plyder,Foil,cookie,foil,foil,other,super-vehicle,screwdriver,foil3_1_3,NA,NA,super-tool,NA,0,0,foil3,foil3_3_3;foil2_1_3;foil1_1_3;foil3_1_3;foil2_2_1;target_3;foil1_3_3;foil3_2_4;foil1_2_3
1702317164,12373,Confirm,test,input,37,test,plyder,Foil,cookie,foil,foil,other,super-vehicle,screwdriver,Screwdriver,screwdriver,1,super-tool,super-tool,1,0,foil3,NULL
1702317164,12373,Confirm,test,test_selector,38,test,heek,Foil,mitt,foil,foil,other,super-food,racket,foil2_2_3,NA,NA,super-sports,NA,0,0,foil2,foil1_1_1;foil2_2_3;foil1_3_1;foil1_2_1;target_1;foil3_3_4;foil2_1_2;foil3_2_3;foil3_1_2
1702317164,12373,Confirm,test,input,38,test,heek,Foil,mitt,foil,foil,other,super-food,racket,Racket,racket,1,super-sports,super-sports,1,0,foil2,NULL
1702317164,12373,Confirm,test,test_selector,39,test,toma,Foil,skateboard,foil,foil,other,super-stationery,pinecone,foil3_1_3,NA,NA,super-plant,NA,0,0,foil3,foil2_1_3;foil3_1_3;foil2_2_3;foil1_3_1;foil1_1_1;foil1_2_1;target_1;foil3_3_3;foil3_2_3
1702317164,12373,Confirm,test,input,39,test,toma,Foil,skateboard,foil,foil,other,super-stationery,pinecone,Pinecone,pinecone,1,super-plant,super-plant,1,0,foil3,NULL
1702317164,12373,Confirm,test,test_selector,40,test,ruftin,Foil,plane,foil,foil,other,super-plant,skateboard,foil3_2_2,NA,NA,super-vehicle,NA,0,0,foil3,target_3;foil3_3_3;foil3_2_2;foil3_1_1;foil2_2_3;foil1_1_3;foil1_2_3;foil1_3_3;foil2_1_3
1702317164,12373,Confirm,test,input,40,test,ruftin,Foil,plane,foil,foil,other,super-plant,skateboard,Skateboard,skateboard,1,super-vehicle,super-vehicle,1,0,foil3,NULL
1702317164,12373,Confirm,test,test_selector,41,test,nortle,Foil,keyboard,foil,foil,other,super-stationery,pencil,foil1_3_3,NA,NA,super-stationery,NA,0,0,foil1,foil2_2_2;foil1_2_3;foil1_1_3;target_3;foil3_2_3;foil3_1_3;foil2_1_4;foil3_3_3;foil1_3_3
1702317164,12373,Confirm,test,input,41,test,nortle,Foil,keyboard,foil,foil,other,super-stationery,pencil,Pencil,pencil,1,super-stationery,super-stationery,1,0,foil1,NULL
1702317164,12373,Confirm,test,test_selector,42,test,blicket,Foil,harp,foil,foil,other,super-tool,screwdriver,foil1_1_1,NA,NA,super-tool,NA,0,0,foil1,foil1_3_1;foil3_1_3;foil3_3_2;foil1_1_1;foil2_1_3;foil2_2_3;foil1_2_1;target_1;foil3_2_4
1702317164,12373,Confirm,test,input,42,test,blicket,Foil,harp,foil,foil,other,super-tool,screwdriver,Tool,super-tool,0,super-tool,super-tool,2,0,foil1,NULL
1702317164,12373,Confirm,debrief,other languages,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,no,NA,NA,NA,NA,NA,NA,NA,NA
1702317164,12373,Confirm,debrief,Cheat,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,My data is good,NA,NA,NA,NA,NA,NA,NA,NA
1702317164,12373,Confirm,debrief,Strategies,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Sound association and honestly just gut feeling.,NA,NA,NA,NA,NA,NA,NA,NA
1702317164,12373,Confirm,debrief,WriteDown,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,No,NA,NA,NA,NA,NA,NA,NA,NA
1702317164,12373,Confirm,debrief,Other,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
1702322583,10421,Recall,learning,learning_selector,1,1,plyder,Foil,acorn,foil,foil,other,super-food,cookie,obj4_1,NA,NA,super-food,NA,0,0,foil1,obj4_1;obj3_1;obj1_1;obj2_1
1702322583,10421,Recall,learning,input,1,1,plyder,Foil,acorn,foil,foil,other,super-food,cookie,cool,other,0,super-food,other,0,0,foil1,NULL
1702322583,10421,Recall,learning,learning_selector,2,1,heek,Foil,notebook,foil,foil,other,super-sports,mitt,obj2_1,NA,NA,super-sports,NA,0,0,foil1,obj4_1;obj3_1;obj1_1;obj2_1
1702322583,10421,Recall,learning,input,2,1,heek,Foil,notebook,foil,foil,other,super-sports,mitt,glove,glove,0,super-sports,super-clothes,0,0,foil1,NULL
1702322583,10421,Recall,learning,learning_selector,3,1,kuabid,Target,bed,big bed,bed,super-furniture,super-furniture,bed,obj3_1,NA,NA,super-furniture,NA,0,1,target,obj3_1;obj2_1;obj1_1;obj4_1
1702322583,10421,Recall,learning,input,3,1,kuabid,Target,bed,big bed,bed,super-furniture,super-furniture,bed,big bed,bed,1,super-furniture,super-furniture,1,1,target,NULL
1702322583,10421,Recall,learning,learning_selector,4,1,yate,One-shot,eraser,eraser,eraser,super-stationery,super-stationery,eraser,obj4_1,NA,NA,super-stationery,NA,0,1,target,obj1_1;obj4_1;obj2_1;obj3_1
1702322583,10421,Recall,learning,input,4,1,yate,One-shot,eraser,eraser,eraser,super-stationery,super-stationery,eraser,eraser,eraser,1,super-stationery,super-stationery,1,1,target,NULL
1702322583,10421,Recall,learning,learning_selector,5,2,kuabid,Target,bed,big bed,bed,super-furniture,super-furniture,0,NA,other,1,recall,other,1,0,NA,obj1_3;obj4_4;obj2_4;obj3_2;No selection happened
1702322583,10421,Recall,learning,input,5,2,kuabid,Target,bed,big bed,bed,super-furniture,super-furniture,0,big bed,bed,1,recall,super-furniture,1,0,NA,NULL
1702322583,10421,Recall,learning,learning_selector,6,1,dax,Target,camera,camera,camera,super-electronic,super-electronic,camera,obj4_1,NA,NA,super-electronic,NA,0,1,target,obj4_1;obj1_1;obj2_1;obj3_1
1702322583,10421,Recall,learning,input,6,1,dax,Target,camera,camera,camera,super-electronic,super-electronic,camera,camera,camera,1,super-electronic,super-electronic,1,1,target,NULL
1702322583,10421,Recall,learning,learning_selector,7,1,fendle,One-shot,drum,drum,drum,super-instrument,super-instrument,drum,obj2_1,NA,NA,super-instrument,NA,0,1,target,obj1_1;obj2_1;obj4_1;obj3_1
1702322583,10421,Recall,learning,input,7,1,fendle,One-shot,drum,drum,drum,super-instrument,super-instrument,drum,drum,drum,1,super-instrument,super-instrument,1,1,target,NULL
1702322583,10421,Recall,learning,learning_selector,8,2,dax,Target,camera,camera,camera,super-electronic,super-electronic,0,NA,other,1,recall,other,1,0,NA,obj3_4;obj4_2;obj1_4;obj2_2;No selection happened
1702322583,10421,Recall,learning,input,8,2,dax,Target,camera,camera,camera,super-electronic,super-electronic,0,camera,camera,1,recall,super-electronic,1,0,NA,NULL
1702322583,10421,Recall,learning,learning_selector,9,1,smick,Target,bat,bat,bat,super-sports,super-sports,bat,obj4_1,NA,NA,super-sports,NA,0,1,target,obj4_1;obj1_1;obj2_1;obj3_1
1702322583,10421,Recall,learning,input,9,1,smick,Target,bat,bat,bat,super-sports,super-sports,bat,bat,bat,1,super-sports,super-sports,1,1,target,NULL
1702322583,10421,Recall,learning,learning_selector,10,1,mipen,One-shot,controller,xbox controller,controller,super-electronic,super-electronic,controller,obj3_1,NA,NA,super-electronic,NA,0,1,target,obj2_1;obj4_1;obj3_1;obj1_1
1702322583,10421,Recall,learning,input,10,1,mipen,One-shot,controller,xbox controller,controller,super-electronic,super-electronic,controller,xbox controller,controller,1,super-electronic,super-electronic,1,1,target,NULL
1702322583,10421,Recall,learning,learning_selector,11,2,smick,Target,bat,bat,bat,super-sports,super-sports,0,NA,other,1,recall,other,1,0,NA,obj4_3;obj3_4;obj1_4;obj2_3;No selection happened
1702322583,10421,Recall,learning,input,11,2,smick,Target,bat,bat,bat,super-sports,super-sports,0,bat,bat,1,recall,super-sports,1,0,NA,NULL
1702322583,10421,Recall,learning,learning_selector,12,1,channer,Target,banana,banana,banana,super-food,super-food,banana,obj2_1,NA,NA,super-food,NA,0,1,target,obj1_1;obj3_1;obj2_1;obj4_1
1702322583,10421,Recall,learning,input,12,1,channer,Target,banana,banana,banana,super-food,super-food,banana,banana,banana,1,super-food,super-food,1,1,target,NULL
1702322583,10421,Recall,learning,learning_selector,13,1,zum,One-shot,saw,saw,saw,super-tool,super-tool,saw,obj3_1,NA,NA,super-tool,NA,0,1,target,obj3_1;obj1_1;obj4_1;obj2_1
1702322583,10421,Recall,learning,input,13,1,zum,One-shot,saw,saw,saw,super-tool,super-tool,saw,saw,saw,1,super-tool,super-tool,1,1,target,NULL
1702322583,10421,Recall,learning,learning_selector,14,2,channer,Target,banana,banana,banana,super-food,super-food,0,NA,other,1,recall,other,1,0,NA,obj4_2;obj2_3;obj1_2;obj3_3;No selection happened
1702322583,10421,Recall,learning,input,14,2,channer,Target,banana,banana,banana,super-food,super-food,0,chair,chair,1,recall,super-furniture,1,0,NA,NULL
1702322583,10421,Recall,learning,learning_selector,15,1,toma,Foil,dresser,foil,foil,other,super-vehicle,skateboard,obj3_1,NA,NA,super-vehicle,NA,0,0,foil1,obj3_1;obj2_1;obj1_1;obj4_1
1702322583,10421,Recall,learning,input,15,1,toma,Foil,dresser,foil,foil,other,super-vehicle,skateboard,skateboard,skateboard,1,super-vehicle,super-vehicle,1,0,foil1,NULL
1702322583,10421,Recall,learning,learning_selector,16,1,ruftin,Foil,pinecone,foil,foil,other,super-sports,racket,obj2_1,NA,NA,super-sports,NA,0,0,foil1,obj4_1;obj1_1;obj3_1;obj2_1
1702322583,10421,Recall,learning,input,16,1,ruftin,Foil,pinecone,foil,foil,other,super-sports,racket,racquet,racket,1,super-sports,super-sports,1,0,foil1,NULL
1702322583,10421,Recall,learning,learning_selector,17,1,nortle,Foil,sandwich,foil,foil,other,super-electronic,keyboard,obj4_1,NA,NA,super-electronic,NA,0,0,foil1,obj2_1;obj4_1;obj3_1;obj1_1
1702322583,10421,Recall,learning,input,17,1,nortle,Foil,sandwich,foil,foil,other,super-electronic,keyboard,keyboard,keyboard,1,super-electronic,super-electronic,1,0,foil1,NULL
1702322583,10421,Recall,learning,learning_selector,18,3,kuabid,Target,bed,big bed,bed,super-furniture,super-furniture,0,NA,other,1,recall,other,1,0,NA,obj1_3;obj4_3;obj3_4;obj2_4;No selection happened
1702322583,10421,Recall,learning,input,18,3,kuabid,Target,bed,big bed,bed,super-furniture,super-furniture,0,big bed,bed,1,recall,super-furniture,1,0,NA,NULL
1702322583,10421,Recall,learning,learning_selector,19,1,blicket,Foil,phone,foil,foil,other,super-furniture,lamp,obj1_1,NA,NA,super-furniture,NA,0,0,foil1,obj1_1;obj4_1;obj3_1;obj2_1
1702322583,10421,Recall,learning,input,19,1,blicket,Foil,phone,foil,foil,other,super-furniture,lamp,lamp,lamp,1,super-furniture,super-furniture,1,0,foil1,NULL
1702322583,10421,Recall,learning,learning_selector,20,3,dax,Target,camera,camera,camera,super-electronic,super-electronic,0,NA,other,1,recall,other,1,0,NA,obj3_3;obj2_4;obj1_4;obj4_4;No selection happened
1702322583,10421,Recall,learning,input,20,3,dax,Target,camera,camera,camera,super-electronic,super-electronic,0,saw,saw,1,recall,super-tool,1,0,NA,NULL
1702322583,10421,Recall,learning,learning_selector,21,2,plyder,Foil,acorn,foil,foil,other,super-food,pants,obj4_3,NA,NA,super-clothes,NA,0,0,foil2,obj2_2;obj4_3;obj1_4;obj3_2
1702322583,10421,Recall,learning,input,21,2,plyder,Foil,acorn,foil,foil,other,super-food,pants,pants,pants,1,super-clothes,super-clothes,1,0,foil2,NULL
1702322583,10421,Recall,learning,learning_selector,22,2,heek,Foil,notebook,foil,foil,other,super-sports,notebook,obj1_2,NA,NA,super-stationery,NA,0,1,target,obj1_2;obj4_4;obj2_3;obj3_2
1702322583,10421,Recall,learning,input,22,2,heek,Foil,notebook,foil,foil,other,super-sports,notebook,notebook,notebook,1,super-stationery,super-stationery,1,1,target,NULL
1702322583,10421,Recall,learning,learning_selector,23,2,toma,Foil,dresser,foil,foil,other,super-vehicle,harp,obj3_1,NA,NA,super-instrument,NA,0,0,foil2,obj3_1;obj2_2;obj1_3;obj4_4
1702322583,10421,Recall,learning,input,23,2,toma,Foil,dresser,foil,foil,other,super-vehicle,harp,harp,harp,1,super-instrument,super-instrument,1,0,foil2,NULL
1702322583,10421,Recall,learning,learning_selector,24,3,smick,Target,bat,bat,bat,super-sports,super-sports,0,NA,other,1,recall,other,1,0,NA,obj3_4;obj2_3;obj1_4;obj4_2;No selection happened
1702322583,10421,Recall,learning,input,24,3,smick,Target,bat,bat,bat,super-sports,super-sports,0,xbox controller,controller,1,recall,super-electronic,1,0,NA,NULL
1702322583,10421,Recall,learning,learning_selector,25,2,ruftin,Foil,pinecone,foil,foil,other,super-sports,pinecone,obj1_2,NA,NA,super-plant,NA,0,1,target,obj1_2;obj3_1;obj2_4;obj4_3
1702322583,10421,Recall,learning,input,25,2,ruftin,Foil,pinecone,foil,foil,other,super-sports,pinecone,pinecone,pinecone,1,super-plant,super-plant,1,1,target,NULL
1702322583,10421,Recall,learning,learning_selector,26,3,channer,Target,banana,banana,banana,super-food,super-food,0,NA,other,1,recall,other,1,0,NA,obj2_1;obj1_2;obj4_4;obj3_2;No selection happened
1702322583,10421,Recall,learning,input,26,3,channer,Target,banana,banana,banana,super-food,super-food,0,chair,chair,1,recall,super-furniture,1,0,NA,NULL
1702322583,10421,Recall,learning,learning_selector,27,2,nortle,Foil,sandwich,foil,foil,other,super-electronic,paperclip,obj4_3,NA,NA,super-stationery,NA,0,0,foil2,obj2_4;obj3_1;obj1_4;obj4_3
1702322583,10421,Recall,learning,input,27,2,nortle,Foil,sandwich,foil,foil,other,super-electronic,paperclip,paperclip,paperclip,1,super-stationery,super-stationery,1,0,foil2,NULL
1702322583,10421,Recall,learning,learning_selector,28,2,blicket,Foil,phone,foil,foil,other,super-furniture,mouse,obj2_2,NA,NA,super-electronic,NA,0,0,foil2,obj1_1;obj4_4;obj2_2;obj3_2
1702322583,10421,Recall,learning,input,28,2,blicket,Foil,phone,foil,foil,other,super-furniture,mouse,mouse,mouse,1,super-electronic,super-electronic,1,0,foil2,NULL
1702322583,10421,Recall,test,test_selector,29,test,kuabid,Target,bed,big bed,bed,super-furniture,super-furniture,bed,target_3,NA,NA,super-furniture,NA,0,1,target,foil2_1_4;foil3_1_4;foil2_2_4;target_3;foil1_3_3;foil1_1_3;foil3_3_2;foil1_2_3;foil3_2_2
1702322583,10421,Recall,test,input,29,test,kuabid,Target,bed,big bed,bed,super-furniture,super-furniture,bed,big bed,bed,1,super-furniture,super-furniture,1,1,target,NULL
1702322583,10421,Recall,test,test_selector,30,test,dax,Target,camera,camera,camera,super-electronic,super-electronic,camera,target_4,NA,NA,super-electronic,NA,0,1,target,foil3_3_4;target_4;foil1_1_4;foil3_1_2;foil2_2_4;foil1_2_4;foil3_2_3;foil2_1_2;foil1_3_4
1702322583,10421,Recall,test,input,30,test,dax,Target,camera,camera,camera,super-electronic,super-electronic,camera,camera,camera,1,super-electronic,super-electronic,1,1,target,NULL
1702322583,10421,Recall,test,test_selector,31,test,smick,Target,bat,bat,bat,super-sports,super-sports,bat,target_4,NA,NA,super-sports,NA,0,1,target,foil1_3_4;foil1_2_4;foil2_2_3;target_4;foil1_1_4;foil2_1_3;foil3_3_4;foil3_2_1;foil3_1_3
1702322583,10421,Recall,test,input,31,test,smick,Target,bat,bat,bat,super-sports,super-sports,bat,bat,bat,1,super-sports,super-sports,1,1,target,NULL
1702322583,10421,Recall,test,test_selector,32,test,channer,Target,banana,banana,banana,super-food,super-food,banana,target_2,NA,NA,super-food,NA,0,1,target,foil1_1_2;foil1_2_2;foil2_1_3;foil3_1_4;foil3_2_4;foil1_3_2;foil2_2_1;target_2;foil3_3_3
1702322583,10421,Recall,test,input,32,test,channer,Target,banana,banana,banana,super-food,super-food,banana,banana,banana,1,super-food,super-food,1,1,target,NULL
1702322583,10421,Recall,test,test_selector,33,test,yate,One-shot,eraser,eraser,eraser,super-stationery,super-stationery,eraser,target_4,NA,NA,super-stationery,NA,0,1,target,foil2_1_2;foil1_1_4;foil1_2_4;target_4;foil3_2_3;foil1_3_4;foil3_3_3;foil2_2_2;foil3_1_3
1702322583,10421,Recall,test,input,33,test,yate,One-shot,eraser,eraser,eraser,super-stationery,super-stationery,eraser,eraser,eraser,1,super-stationery,super-stationery,1,1,target,NULL
1702322583,10421,Recall,test,test_selector,34,test,fendle,One-shot,drum,drum,drum,super-instrument,super-instrument,drum,target_2,NA,NA,super-instrument,NA,0,1,target,foil1_1_2;target_2;foil3_2_2;foil3_3_4;foil2_2_4;foil3_1_3;foil2_1_2;foil1_3_2;foil1_2_2
1702322583,10421,Recall,test,input,34,test,fendle,One-shot,drum,drum,drum,super-instrument,super-instrument,drum,drum,drum,1,super-instrument,super-instrument,1,1,target,NULL
1702322583,10421,Recall,test,test_selector,35,test,mipen,One-shot,controller,xbox controller,controller,super-electronic,super-electronic,controller,target_3,NA,NA,super-electronic,NA,0,1,target,foil1_3_3;foil3_2_3;foil3_3_4;foil2_2_3;target_3;foil1_2_3;foil3_1_4;foil1_1_3;foil2_1_2
1702322583,10421,Recall,test,input,35,test,mipen,One-shot,controller,xbox controller,controller,super-electronic,super-electronic,controller,xbox controller,controller,1,super-electronic,super-electronic,1,1,target,NULL
1702322583,10421,Recall,test,test_selector,36,test,zum,One-shot,saw,saw,saw,super-tool,super-tool,harp,foil2_2_1,NA,NA,super-instrument,NA,0,0,foil2,foil2_2_1;foil1_3_3;foil1_2_3;foil1_1_3;foil2_1_4;foil3_1_2;foil3_2_4;target_3;foil3_3_4
1702322583,10421,Recall,test,input,36,test,zum,One-shot,saw,saw,saw,super-tool,super-tool,harp,harp,harp,1,super-instrument,super-instrument,1,0,foil2,NULL
1702322583,10421,Recall,test,test_selector,37,test,plyder,Foil,acorn,foil,foil,other,super-food,lamp,foil3_1_1,NA,NA,super-furniture,NA,0,0,foil3,foil2_2_2;foil3_3_2;foil1_1_4;foil1_3_4;foil2_1_2;target_4;foil3_2_4;foil3_1_1;foil1_2_4
1702322583,10421,Recall,test,input,37,test,plyder,Foil,acorn,foil,foil,other,super-food,lamp,lamp,lamp,1,super-furniture,super-furniture,1,0,foil3,NULL
