trace,memory,mse,mape,rmse
0.15,7,0.24546569791666664,1.2614371229260934,0.49544494943098033
0.15,7.25,0.24889151041666668,1.270330960910005,0.49889027893582644
0.15,7.5,0.25830792708333317,1.2934110262694818,0.5082400290053246
0.22,1,0.005917072916666652,0.18078887003519326,0.07692251241780038
0.22,1.25,0.008382593750000002,0.20637137066364974,0.09155650577648757
0.22,1.5,0.009755765625000037,0.2381469174208152,0.09877127935285661
0.22,1.75,0.011461317708333323,0.2587842508798388,0.10705754391136256
0.22,2,0.016887765625000068,0.32347560017596855,0.12995293619230028
0.22,2.25,0.021175281250000025,0.365698450854701,0.14551728849178033
0.22,2.5,0.026770067708333303,0.4138861393916539,0.16361560961085989
0.22,2.75,0.033456901041666605,0.4633122800402209,0.1829122769025267
0.22,3,0.04515194270833348,0.5414317810457525,0.21248986495438665
0.22,3.25,0.05322530208333344,0.58864575477627,0.23070609459512212
0.22,3.5,0.06405711458333334,0.6461283151080945,0.25309507024699895
0.22,3.75,0.07967833854166659,0.7204684357717442,0.2822735172517369
0.22,4,0.08957728125,0.7639823717948718,0.2992946395276735
0.22,4.25,0.10139277083333337,0.8130326168929111,0.31842231522513204
0.22,4.5,0.11417570833333358,0.8624976432880854,0.3378989617227812
0.22,4.75,0.12938890624999977,0.918121936274509,0.35970669475282185
0.22,5,0.14828171354166658,0.9826848447712414,0.38507364690623347
0.22,5.25,0.16049908854166653,1.0212653971845145,0.4006233749317013
0.22,5.5,0.17733642708333336,1.07342689479638,0.4211133185774743
0.22,5.75,0.19299744791666656,1.1195076828808443,0.43931474812105564
0.22,6,0.20345743229166688,1.1488196801156365,0.45106255917740157
0.22,6.25,0.22061090104166664,1.1970340780542985,0.4696923472249326
0.22,6.5,0.2270389895833333,1.213857073278029,0.47648608540369075
0.22,6.75,0.2366644010416665,1.2391406642785314,0.4864816554009683
0.22,7,0.24711860416666626,1.265140302916037,0.49711025353201704
0.22,7.25,0.25346965625000006,1.2818289655605835,0.5034577005568591
0.22,7.5,0.26154679687499993,1.3023284313725487,0.5114164612866895
0.29,1,0.016748343749999974,0.3220246512066362,0.12941539224528115
0.29,1.25,0.021045713541666594,0.36023755656108525,0.1450714084224269
0.29,1.5,0.025401093750000006,0.4022797259929612,0.15937720586708756
0.29,1.75,0.028508260416666553,0.4267702834338854,0.16884389363156296
0.29,2,0.03431008854166672,0.4710953211412774,0.18522982627446025
0.29,2.25,0.039610526041666705,0.5061282365510309,0.19902393333884924
0.29,2.5,0.04810030729166668,0.5591365793112117,0.2193178225581922
0.29,2.75,0.05361346874999998,0.5905876853946705,0.23154582429834486
0.29,3,0.0647159322916667,0.6492501728255407,0.25439326306265797
0.29,3.25,0.07543921875000009,0.7011339712166922,0.27466200820280934
0.29,3.5,0.0839119739583332,0.7395994375314222,0.2896756357692742
0.29,3.75,0.09819394791666661,0.7993797919808946,0.31335913568406876
0.29,4,0.11009341666666657,0.8471499497234787,0.3318032800721936
0.29,4.25,0.126793890625,0.908790142659628,0.35608129777481995
0.29,4.5,0.1332879635416665,0.9311824409250874,0.3650862412385141
0.29,4.75,0.1515879583333332,0.9934090623428855,0.3893429828998247
0.29,5,0.16488406770833333,1.035111865258924,0.4060591923701929
0.29,5.25,0.18256829166666655,1.0892086161387626,0.4272801091399722
0.29,5.5,0.19264289062499992,1.1188336632730012,0.4389110281423787
0.29,5.75,0.20607088020833328,1.1563458396178983,0.4539503058797662
0.29,6,0.22075279687499988,1.1970336852689791,0.4698433748335714
0.29,6.25,0.22677143749999978,1.212674396681749,0.4762052472411447
0.29,6.5,0.23249243229166675,1.2280798296882858,0.48217469063780893
0.29,6.75,0.24957880729166665,1.2716255813222725,0.4995786297387696
0.29,7,0.25284108854166637,1.279992694193061,0.5028330622996725
0.29,7.25,0.25268398437499984,1.2800846059577673,0.502676819014961
0.29,7.5,0.2641492083333332,1.3082021430367017,0.5139544807989646
0.36,1,0.05708410416666671,0.6097065108094523,0.2389227995957412
