trace,memory,mse,mape,rmse
0.85,7.25,0.03032793495154642,0.3086287254476326,0.17414917442108768
0.85,7.5,0.030285758147501857,0.30660896656217757,0.17402803839468473
0.85,7.75,0.030585948020652873,0.31138690057370927,0.17488838732360956
0.85,8,0.031449778908971826,0.31729450375896967,0.17734085516025863
0.85,8.25,0.03134267720864286,0.3123724186639545,0.17703863196670624
0.85,8.5,0.031809699065292865,0.31442536173299473,0.1783527377566514
0.85,8.75,0.03257815134063869,0.31731191753945004,0.1804941864455437
0.85,9,0.03278281751753271,0.3176093550927293,0.1810602593545384
0.85,9.25,0.03332129541637566,0.32003599948995165,0.18254121566477982
0.85,9.5,0.03376993824092165,0.3221135378340005,0.1837659877151418
0.85,9.75,0.03471875139276664,0.32492696472202537,0.18632968467951272
0.85,10,0.03477304505335255,0.32290851986572067,0.1864753202259016
0.85,10.25,0.03486320837821036,0.32359840206813417,0.18671692043896385
0.85,10.5,0.0355114241196446,0.3275154201525643,0.18844475084131318
0.92,3,0.034101139810234056,0.32796158709174256,0.18466493930964278
0.92,3.25,0.034258268185974675,0.33002578885984696,0.18508989217667904
